Pager usage is off.
Output format is csv.
sku,prod,stk,ss,val,pos,clk,cost30,vende_rete,prot_stock,categoria
980295442,CALENDULA EXTRACT PLUS 100ML,0,12,6.22,7,1,0.28,f,f,GROSSISTA_netto
949502811,CALMACID 40TAV MASTICABILI,0,159,12.55,7,1,0.28,t,f,HELD_rete_pos
947247944,CAPSULASE 30CPS,0,130,26.19,5,1,0.28,t,f,HELD_rete_pos
970448799,CARDO MARIANO ESTR INTEGR200ML,0,60,15.45,2,1,0.28,t,f,HELD_rete_pos
986118204,CARESENS N GLICEMIA 25STR,14,3280,10.86,7,1,0.28,f,f,MAGAZZINO_netto
018610067,CARNITENE*10CPR MAST 1G,0,44,14.84,2,1,0.28,f,f,HELD_basket
927288252,CATALITIC ZN 20AMP,0,46,12.71,6,1,0.28,f,f,GROSSISTA_netto
979811217,CATIDRAL PLUS 30BUST,0,124,17.00,5,1,0.28,t,f,HELD_rete_pos
930870276,CATIONORM MULTI GOCCE 10ML,0,172,14.07,5,1,0.28,t,f,HELD_rete_pos
927456424,CEFALSTOP 30CPR,0,163,7.75,3,1,0.28,t,f,HELD_rete_pos
941801449,CELLULIZ 500ML,0,116,21.54,8,1,0.28,t,f,HELD_rete_pos
016222073,CENTELLASE*30CPR 30MG,22,293,9.68,8,1,0.28,t,f,HELD_basket
980252872,CENTROVISION COMFORT 84BUST,0,58,43.97,5,1,0.28,t,f,HELD_rete_pos
986857340,CERAVE BALSAMO RIPA AVANZ 50ML,5,52,8.39,7,1,0.28,f,f,MAGAZZINO_netto
924788704,CEROXMED SPORT KINETIC TAPE BL,6,246,4.71,4,1,0.28,t,t,HELD_rete_pos
987251093,CETAPHIL DETERGENTE QUOT 237ML,0,69,8.02,6,1,0.28,f,f,GROSSISTA_netto
984356966,CETAPHIL EMULSIONE DET 250ML,0,116,7.94,7,1,0.28,f,f,GROSSISTA_netto
930164708,CHERADERM 10 CREMA CORPO 450ML,0,79,19.11,6,1,0.28,t,f,HELD_rete_pos
944160682,CHIROFERT ORO 30STICK PACK ORO,0,603,23.32,8,1,0.28,t,f,HELD_basket
978919619,CHROMITRON 40CPS,0,273,18.70,9,1,0.28,f,f,GROSSISTA_netto
978870893,ACCORDO EBANO SHAMPOO DOCCIA,0,30,11.07,7,1,0.28,f,f,GROSSISTA_netto
935780585,CLARUBIN 20BUST,0,129,18.71,6,1,0.28,f,f,GROSSISTA_netto
980285795,CLEARBLUE RILEVAZIONE PREC DIG,12,433,7.38,7,1,0.28,t,f,HELD_rete_pos
978625349,CLENNY A FAMILY PACK ACCES COM,0,22,13.37,5,1,0.28,f,f,GROSSISTA_netto
927170492,CLENNY A SOLUZIONE FISIOL 25FL,32,433,2.98,10,1,0.28,f,f,MAGAZZINO_netto
985516246,CLENNY TERMO GREEN S/MERCURIO,60,237,3.28,4,1,0.28,f,f,MAGAZZINO_netto
971744610,CLIAZENZ SPRAY ORALE SUBLINGUA,3,310,13.32,1,1,0.28,f,f,MAGAZZINO_netto
900533757,CLOREXYDERM SHAMPOO 250ML,0,401,14.63,6,1,0.28,t,f,HELD_rete_pos
912620147,CLOREXYDERM SPOT GEL 100ML,0,309,12.90,3,1,0.28,t,f,HELD_rete_pos
938947722,CLORURO MAGNESIO 200CPR,0,358,6.30,9,1,0.28,f,f,GROSSISTA_netto
944443555,CLOSEBAX SD SHAMPOO 250ML,0,791,13.23,7,1,0.28,t,f,HELD_rete_pos
930517925,CODEFLOR 15CPR,0,39,10.76,4,1,0.28,f,f,GROSSISTA_netto
978110993,COENZIMA Q10 100MG 24CPS VEG,0,297,7.80,6,1,0.28,f,f,HELD_basket
931742225,ACTYNODERM CR RIPA AREE FOTOES,0,131,18.85,7,1,0.28,f,f,GROSSISTA_netto
905134894,COLD SPRAY GHIACCIO ISTAN150ML,0,50,5.55,3,1,0.28,f,f,GROSSISTA_netto
934983798,COLLAGENIL LIFTENSIVE 24H,0,103,37.04,6,1,0.28,t,f,HELD_rete_pos
938602570,AGEDIN SIERO IDROTENSORE 30ML,0,61,43.45,5,1,0.28,f,f,GROSSISTA_netto
975084740,PIC INSUPEN ADV AGO G32X4MM,0,7258,8.87,7,1,0.28,f,f,GROSSISTA_netto
981369554,COLON 20BUST,0,44,19.19,5,1,0.28,f,f,GROSSISTA_netto
905387066,COLONFIT ADVANCE ARANCIA20BUST,0,665,11.75,6,1,0.28,t,f,HELD_rete_pos
935334298,COLONREST 20CPR,0,52,15.04,8,1,0.28,t,f,HELD_rete_pos
981362371,COLLAGENE ARTICOLAZIONI 336G,0,105,27.64,8,1,0.28,t,f,HELD_basket
971096488,COMFEEL PLUS TRASP 5X7 10PZ,0,108,16.27,5,1,0.28,f,f,GROSSISTA_netto
924178914,COMPLETA CANI 50CPR,0,49,14.19,8,1,0.28,t,f,HELD_rete_pos
009262015,ALAXA*20CPR GASTR 5MG,5,162,5.40,6,1,0.28,f,f,MAGAZZINO_netto
944183209,CONAN CREMA PROCTOLOGICA 30G,0,3287,11.92,6,1,0.28,t,f,HELD_rete_pos
989362595,CONDROGEN PUPPY 90CPR,0,119,49.33,6,1,0.28,t,f,HELD_rete_pos
980029122,CONNETTIVINAVISO CREMA 50ML,6,224,17.49,4,1,0.28,t,f,HELD_basket
933161820,"CONTACTA DAILY LENS 15 -2,75",0,33,10.39,6,1,0.28,f,f,GROSSISTA_netto
975701968,CONTROL GEL LUBRIF ALOE 75ML,0,125,6.41,5,1,0.28,t,f,HELD_rete_pos
979237118,"CONTROL NATURE 2,0 XL 6PZ",6,275,4.82,2,1,0.28,t,f,HELD_rete_pos
980634202,COOLCAPS SPRAY 12ML ALITOSI,15,13,5.02,5,1,0.28,f,f,MAGAZZINO_netto
926267764,CORDYCEPS 24CPS VEGETALI,0,22,7.53,7,1,0.28,f,f,GROSSISTA_netto
948013420,CRC DOL 20STICK,0,78,28.76,7,1,0.28,t,f,HELD_rete_pos
978623837,CROMOVIT FORTE PHARCOS CR 40ML,0,187,24.77,10,1,0.28,f,f,GROSSISTA_netto
982820805,CURASEPT COLLUT ADS DNA RIGEN,3,271,6.88,7,1,0.28,t,f,HELD_basket
925606079,CURASEPT COLLUT ECOBIO 300ML,0,159,6.97,6,1,0.28,f,f,GROSSISTA_netto
907063123,M-AID CUTIFLEXMED 10X12CM 5PZ,4,152,5.78,3,1,0.28,f,f,MAGAZZINO_netto
972287989,CYSTOPHYTO PASTA 30G,0,7,15.80,3,1,0.28,t,f,HELD_rete_pos
932524162,ARGA' GOCCE VISO AUTOABBR 30ML,0,53,16.50,3,1,0.28,f,f,GROSSISTA_netto
935877086,DANASE KAL 20CPR,0,318,11.29,5,1,0.28,t,f,HELD_rete_pos
986179517,DAONIX 60CPS,0,318,25.89,6,1,0.28,t,f,HELD_rete_pos
935784001,DDM FERRO 30CPR,0,75,10.46,6,1,0.28,f,f,GROSSISTA_netto
942607577,DECONFLOG 20CPR,4,131,17.85,7,1,0.28,f,f,MAGAZZINO_netto
926045574,DEFENCE B-LUCENT A/MACCH SPF50,0,42,24.10,9,1,0.28,f,f,GROSSISTA_netto
933532754,ARMONIA RILASCIO CONTROL120CPR,0,818,9.97,13,1,0.28,t,f,HELD_basket
974012991,DEFENCE COLOR LUMINIZER 101,0,22,14.57,4,1,0.28,f,f,GROSSISTA_netto
983791221,DELTACRIN WNT SPR PHARCOS125ML,0,126,53.67,6,1,0.28,f,f,GROSSISTA_netto
932165588,ARTAVIS 20BUST 8G,0,93,16.61,9,1,0.28,t,f,HELD_rete_pos
979276502,DEFENCE EYE GEL ANTI-BORSE15ML,0,170,18.75,8,1,0.28,f,f,GROSSISTA_netto
982999118,DEFENCE SUN SPRAY TRANSP 50+,0,400,17.05,5,1,0.28,t,f,HELD_rete_pos
942544887,DEKLIN GOCCE 15ML,0,170,14.37,8,1,0.28,t,f,HELD_rete_pos
931993075,DERMANA AC INTEGRATORE 12FL,0,138,11.92,3,1,0.28,t,f,HELD_rete_pos
906569862,DENTALPET DENTIFRICIO 50ML,0,60,8.76,7,1,0.28,f,f,GROSSISTA_netto
903701771,DERMABLEND FLUIDO 55 30ML,3,60,22.98,4,1,0.28,f,f,MAGAZZINO_netto
930530668,DERMAFRESH P SENS EMULS DEOD,0,52,7.25,6,1,0.28,t,f,HELD_rete_pos
987367582,DERMALIBOUR + CR BARRIERA 50ML,0,59,10.82,10,1,0.28,f,f,HELD_basket
935677803,DERMAZEN CREMA LENITIVA 100ML,0,110,13.43,4,1,0.28,f,f,GROSSISTA_netto
981389339,DERMON DETERGENTE DOCCIA EXTRA,6,65,8.43,9,1,0.28,t,t,HELD_rete_pos
981498013,DERMOVITAMINA FOTOCLIN LEN SOL,11,29,11.14,5,1,0.28,t,f,HELD_rete_pos
977099213,DERMOVITAMINA MICO SMALTO RO,8,221,4.54,3,1,0.28,f,t,MAGAZZINO_netto
973293210,DETOX WHITE GOCCE 50ML,0,11,18.92,6,1,0.28,f,f,GROSSISTA_netto
902508530,DETOXIMAP 60CPR,0,30,18.16,5,1,0.28,f,f,GROSSISTA_netto
934488329,DHALUX 350 30CPS MOLLI,0,181,23.48,6,1,0.28,t,f,HELD_rete_pos
943320376,DICODRAL 12BUST,0,492,11.79,11,1,0.28,t,f,HELD_basket
942314283,DICOSON GOCCE 25ML,0,340,13.59,7,1,0.28,f,f,GROSSISTA_netto
984785168,SONNOK MELATONINA RAPID 60CPR,0,65,8.74,4,1,0.28,t,f,HELD_rete_pos
970435703,DIGESTIVO ANTONETTO A/R LIMONE,3,198,5.91,5,1,0.28,t,f,HELD_rete_pos
982667661,DIOSMIR 1000 30BUST,0,272,25.55,9,1,0.28,t,f,HELD_rete_pos
982531485,DIZEROUNO MOUSSE 100ML,0,36,17.01,4,1,0.28,f,f,GROSSISTA_netto
926830074,DOMINA OVULI VAGINALI 30OV,0,14,31.81,5,1,0.28,f,f,GROSSISTA_netto
927762411,BIOKERATIN ACH8 4/N CAST,0,46,8.92,1,1,0.28,t,f,HELD_rete_pos
940884632,BIOLIFTAN DAY CREAM 50ML,0,129,45.66,8,1,0.28,t,f,HELD_rete_pos
934537717,DREAGIN BACT 5FL 140ML,0,163,17.32,4,1,0.28,f,f,GROSSISTA_netto
979841931,DRENALEX 30CPR,0,144,21.04,6,1,0.28,t,f,HELD_rete_pos
906170182,DRIACELL 1000ML,0,20,25.48,7,1,0.28,f,f,GROSSISTA_netto
950915468,FIDEK 40CPR 1G DRN,0,350,23.09,6,1,0.28,t,f,HELD_rete_pos
986394726,DRUSENOFF EVO 30CPR,0,434,18.84,10,1,0.28,t,f,HELD_rete_pos
038593024,"BISOLVON TOSSE SED*20PAST 10,5",68,718,5.56,1,1,0.28,f,t,HELD_basket
909755112,DUODERM IDROGEL C/APPL 10PZ,0,26,65.76,5,1,0.28,t,f,HELD_rete_pos
912380058,DUREX SETTEBELLO JEANS 12PZ,0,329,8.63,15,1,0.28,t,f,HELD_basket
920891607,EAU DE PHILAE EDT 100ML,0,132,17.34,11,1,0.28,f,f,GROSSISTA_netto
908585235,M-AID ELASTINA GAMBA/GINOCCHIO,3,100,3.27,4,1,0.28,f,f,MAGAZZINO_netto
935612477,CALMADOL FASCIA RISCALDANT 6PZ,4,50,9.30,3,1,0.28,f,f,MAGAZZINO_netto
935128672,EMICRA 15CPR,0,89,9.95,4,1,0.28,f,f,GROSSISTA_netto
973203603,EMOFORT 550 30CPS,0,21,12.89,5,1,0.28,t,f,HELD_rete_pos
972260590,EMORSAN RAG 2 TUBI 30+30ML,0,242,27.52,6,1,0.28,t,f,HELD_rete_pos
927092419,ARTIGLIO FORTE CAPSULE 60CPS,0,398,11.85,7,1,0.28,f,f,GROSSISTA_netto
988195689,EOS BIOVERDE INTIMO C 300ML,0,159,5.89,5,1,0.28,f,f,HELD_basket
013046038,ENTEROGERMINA*OS 10FL 2MLD/5ML,95,529,9.59,7,1,0.28,t,t,HELD_rete_pos
986286918,ENTEROLACTIS BEVIBILE 6FL,0,112,6.76,13,1,0.28,f,f,GROSSISTA_netto
988031148,ENTEROLACTIS DUO POLV 20BUST,4,297,15.97,2,1,0.28,t,f,HELD_rete_pos
988031136,ENTEROLACTIS PLUS 30CPS,0,402,21.11,8,1,0.28,t,f,HELD_rete_pos
926236427,ENZITIME 24CPR MASTICABILI,0,42,11.51,12,1,0.28,f,f,GROSSISTA_netto
977630021,EPINORM GEL 5MONODOSE 3ML,0,268,14.21,6,1,0.28,t,f,HELD_rete_pos
982736542,EPTA AC DETERGENTE SCRUB 150ML,0,22,18.76,1,1,0.28,f,f,GROSSISTA_netto
910071505,MIRTILLO 60PRL,0,78,7.62,6,1,0.28,f,f,GROSSISTA_netto
975743081,"ERART 20BUSTE 4,8G",0,102,23.62,6,1,0.28,f,f,GROSSISTA_netto
934408941,REGINE PRATI PROFUMO 50ML,0,3,26.67,3,1,0.28,t,f,HELD_rete_pos
950612693,ESENTA DIAMONDS BUSTINE 100PZ,0,25,29.61,4,1,0.28,f,f,GROSSISTA_netto
984557557,ESI GO UP GINSENG 10FL,0,48,12.50,6,1,0.28,t,f,HELD_rete_pos
981540659,ESI MULTICOMPLEX VIT C 20CPR,9,283,4.98,4,1,0.28,t,t,HELD_basket
984845420,ESI MULTICOMPLEX VIT B 50CPR,5,95,10.37,5,1,0.28,t,t,HELD_rete_pos
926196054,ESOGEL 300ML,0,256,13.38,8,1,0.28,t,f,HELD_rete_pos
981239383,ESPERIVIT Q 100 30TAV,0,3000,24.89,9,1,0.28,f,f,GROSSISTA_netto
924960952,ESSENZIALVIS 180PAST,0,55,18.93,7,1,0.28,f,f,GROSSISTA_netto
905717245,EUBOS UREA 5% DETERGENTE 200ML,0,5,13.46,7,1,0.28,f,f,GROSSISTA_netto
950301390,CLOGIN REPAIR OVULI VAG 10OV,0,391,16.23,8,1,0.28,t,f,HELD_rete_pos
980459743,EUCLORINA AFTE SPRAY 15ML,18,0,8.68,4,1,0.28,f,t,MAGAZZINO_netto
947090837,EUKOM 1000 40BUST OROSOLUBILI,0,106,45.96,6,1,0.28,t,f,HELD_rete_pos
931288272,EUMIR PLUS 30CPR,0,165,15.05,7,1,0.28,t,f,HELD_rete_pos
936048139,EUPH COLORPRO XD700 BIONDO,4,165,6.47,3,1,0.28,t,f,HELD_rete_pos
936048166,EUPH COLORPRO XD800 BIO CH,4,130,6.55,5,1,0.28,f,f,MAGAZZINO_netto
942260338,EUPH COLORPRO XD610 BION S,0,76,8.57,11,1,0.28,f,f,GROSSISTA_netto
906154810,EUPHIDRA AMIDO HOFMANN 300G,4,372,8.53,8,1,0.28,t,f,HELD_basket
800423562,"EUPHRASIA COLL STILLDO 10F 0,4",18,1,7.17,2,1,0.28,f,t,MAGAZZINO_netto
933915086,EYVET CREMA 15ML,0,150,16.67,3,1,0.28,f,f,GROSSISTA_netto
941788465,FARINGEL PLUS 20STICK PACK 7ML,0,5000,14.67,9,1,0.28,t,f,HELD_basket
988754558,FASTO3 CEROTTI A/DOLORIFICI12P,0,119,15.82,5,1,0.28,f,f,GROSSISTA_netto
988754545,FASTO3 EMULGEL 100G,0,121,21.33,7,1,0.28,f,f,GROSSISTA_netto
909070714,CONVEEN GUA AUT 30MM 30PZ 5205,0,14,53.85,1,1,0.28,f,f,GROSSISTA_netto
976823827,FDR COFANETTO BAGNETTO,0,23,17.87,7,1,0.28,t,f,HELD_rete_pos
932217666,CORTI RIBES COMPLEX 30CPS,0,152,10.39,7,1,0.28,f,f,GROSSISTA_netto
944146531,FERTYBIOTIC UOMO 60CPS,0,135,53.28,5,1,0.28,t,f,HELD_rete_pos
931600860,FERVIVO AZ 12BUST,0,128,14.99,9,1,0.28,t,f,HELD_basket
982003459,FERZYM 30CPS,0,332,7.28,6,1,0.28,t,f,HELD_rete_pos
926511698,FIBROSIL 30CPR,0,348,24.81,6,1,0.28,t,f,HELD_rete_pos
970994962,CURASEPT BIOSMALTO COLLUT SENS,4,755,5.29,4,1,0.28,f,f,MAGAZZINO_netto
989401106,FILD MORE EMULGEL EXTRA STIMOL,0,13,22.42,4,1,0.28,f,f,GROSSISTA_netto
926310741,CURCUMA COMPLEX 30CPR,0,150,12.45,10,1,0.28,f,f,GROSSISTA_netto
980512204,D NOBILE 30ML,0,216,10.11,5,1,0.28,f,f,GROSSISTA_netto
009115041,FITOSTIMOLINE*6 OV 600MG,3,297,13.44,5,1,0.28,t,f,HELD_rete_pos
924549342,FITTYDENT CUSCIN MORB 30PZ OFS,0,148,9.77,5,1,0.28,t,f,HELD_rete_pos
902944483,FITTYDENT PLUS PASTA ADESIVA,0,213,6.83,6,1,0.28,t,f,HELD_rete_pos
989888983,FLAMINAL FORTE 25G,1,34,35.99,7,1,0.28,f,f,MAGAZZINO_netto
925391308,FLEBOMIX 1000MG 30CPR,0,173,17.92,8,1,0.28,t,f,HELD_rete_pos
044608065,FLECTORGO*20CPS MOLLI 25MG,16,348,4.49,1,1,0.28,t,t,HELD_rete_pos
930862065,FLOGAN 20CPR RIVESTITE,0,140,15.05,6,1,0.28,t,f,HELD_rete_pos
931433407,FLOGANKREM CR VISO TEND SEBOR,0,162,14.69,8,1,0.28,f,f,HELD_basket
941991010,FLOGOREST 10CPS,0,50,18.81,6,1,0.28,f,f,GROSSISTA_netto
042000024,FLOMAX GOLA*SPRAY 15ML,65,309,3.79,2,1,0.28,f,t,HELD_basket
981502053,FLORADIX KIDS 250ML,0,61,13.97,7,1,0.28,f,f,GROSSISTA_netto
939065583,FLORIGEN DETERGENTE INTIMO,0,123,12.16,2,1,0.28,t,f,HELD_rete_pos
024596037,FLUIBRON*SCIR 200ML 15MG/5ML,80,1004,4.43,10,1,0.28,t,f,HELD_rete_pos
977445903,FOLICVET 15CPR,0,128,11.92,1,1,0.28,t,f,HELD_rete_pos
988134401,FORHANS PER IMPI&ORTOD 30STICK,0,9,10.34,1,1,0.28,f,f,GROSSISTA_netto
931987960,FORTEND 20CPR,0,6,25.89,1,1,0.28,f,f,GROSSISTA_netto
973623857,FORTIF2 30CPS,0,56,16.20,5,1,0.28,t,f,HELD_rete_pos
973623869,FORTIF3 30CPS,0,187,13.85,4,1,0.28,t,f,HELD_basket
974037879,FORTIRAL 30BUST,0,136,52.02,6,1,0.28,t,f,HELD_rete_pos
947256828,FUSION WATER COLOR BRONZE 50ML,0,68,25.50,4,1,0.28,t,f,HELD_rete_pos
988948497,GABADIN 30CPR,0,340,25.57,8,1,0.28,t,f,HELD_rete_pos
911002273,GASTROMIL CONC FLUIDO 500ML,0,14,12.39,6,1,0.28,f,f,GROSSISTA_netto
906651195,PRONTEX DOUBLE THERM GEL,0,54,6.31,2,1,0.28,f,f,HELD_basket
024352205,"GAVISCON*24CPR FRAG250+133,5MG",0,224,6.98,10,1,0.28,t,f,HELD_basket
974479317,CH GIOCO MSD ORSETTO DOU DOU,0,43,11.80,3,1,0.28,f,f,GROSSISTA_netto
976326417,CH GIOCO TRILLINO CELL CANE,0,23,10.13,4,1,0.28,f,f,GROSSISTA_netto
907152779,GLOBALFE 30CPS MOLLI,0,221,14.77,5,1,0.28,t,f,HELD_rete_pos
924994294,ECOPHANE SHAMPOO DELICATO500ML,0,34,20.02,6,1,0.28,f,f,GROSSISTA_netto
920411523,GOLDSUN LATTE SOLARE 150ML,0,73,14.95,2,1,0.28,t,f,HELD_rete_pos
985505748,GUAM PANTACELL RICARICA 3BUST,0,44,24.76,5,1,0.28,f,f,GROSSISTA_netto
938616176,GUARIGOL SPRAY 20ML,0,244,13.43,5,1,0.28,f,f,GROSSISTA_netto
948169774,GYNO-CANESFLORA 30CPS OS,0,32,15.69,5,1,0.28,f,f,GROSSISTA_netto
970985519,HAIRGEN SHAMPOO 300ML,1,104,24.50,6,1,0.28,t,f,HELD_rete_pos
912255662,HAIRVIT 30CPS MOLLI,0,56,20.51,6,1,0.28,f,f,GROSSISTA_netto
976828311,HALIBORANGE VIT D3 20000 UI8ML,0,121,6.25,9,1,0.28,t,f,HELD_rete_pos
939886204,HELAN FIOR DI TALCO EDP IMPALP,0,73,20.98,8,1,0.28,t,f,HELD_rete_pos
906128323,ZANZHELAN SPRAY 100ML,0,71,8.40,6,1,0.28,f,f,GROSSISTA_netto
925486250,HELIOCARE 360 GEL SPF50+ 50ML,0,8,20.39,10,1,0.28,f,f,GROSSISTA_netto
942859149,HEPATIKRILL CANI E GATTI 30PRL,0,121,25.60,2,1,0.28,t,f,HELD_rete_pos
927124091,HEPILOR 20CPS,0,603,17.99,7,1,0.28,t,f,HELD_rete_pos
985610068,HIDROSIS CONTROL ROLL ON 40ML,0,260,9.77,9,1,0.28,f,f,GROSSISTA_netto
975068483,HYALGANBIO SIR INTRA-ART 2ML,0,55,30.90,6,1,0.28,t,f,HELD_rete_pos
924284932,HYPERMIX BARATTOLO 200ML,0,217,41.44,5,1,0.28,t,f,HELD_rete_pos
980462713,IALUGEN GOCCE OCULARI 10ML,38,7,9.89,3,1,0.28,f,t,MAGAZZINO_netto
972765402,IAP PHARMA 31 DONNA 150ML,3,6,12.08,4,1,0.28,f,f,MAGAZZINO_netto
950457224,ID COMFY PANTS NIGHT24-47 S14P,0,100,10.97,6,1,0.28,f,f,GROSSISTA_netto
904643158,"IDRO YAL 0,2% SOL OFT 15ML",0,320,12.34,3,1,0.28,f,f,GROSSISTA_netto
932720980,IDROCRISTALLI ENVICON 400G,0,9,14.15,2,1,0.28,f,f,GROSSISTA_netto
905507760,ESI IMMUNILFLOR CAPSULE 30NCPS,0,306,11.58,10,1,0.28,f,f,GROSSISTA_netto
934720311,IMMUNOTROFINA D 30CPR,0,62,11.98,5,1,0.28,f,f,GROSSISTA_netto
934439579,INEXDERM 30CPS,0,43,13.79,1,1,0.28,t,f,HELD_rete_pos
040657013,FASTUM ANTIDOLORIFICO*1% 50G,13,389,5.17,1,1,0.28,t,t,HELD_rete_pos
982483796,INOGLUT 30CPR,0,172,30.76,5,1,0.28,t,f,HELD_basket
932178407,INTERPROX PLUS MICRO VERDE 6PZ,6,560,5.58,2,1,0.28,f,t,MAGAZZINO_netto
984330415,LATTASI 20000 50CPR INTOLERAN,0,445,20.08,8,1,0.28,t,f,HELD_rete_pos
971647072,IPB-3 30CPR,0,101,15.96,6,1,0.28,t,f,HELD_rete_pos
942211133,IPERALA 20CPR,0,146,23.50,8,1,0.28,t,f,HELD_rete_pos
971528219,IRIDIUM A FREE 10ML,0,727,16.14,6,1,0.28,t,f,HELD_rete_pos
975941737,FERTISTILL 20BUST,0,76,24.58,3,1,0.28,t,f,HELD_rete_pos
981515467,FIBRAXEN 18BUST,0,103,9.80,6,1,0.28,f,f,GROSSISTA_netto
982478517,JOVENGEN NATURINCAS COLLA 390G,0,261,22.31,7,1,0.28,f,f,GROSSISTA_netto
978508341,KALANIT LIMONE 30BUST,0,669,25.78,4,1,0.28,t,f,HELD_rete_pos
922394705,KELAIRON CREMA 50ML,5,466,24.15,8,1,0.28,t,f,HELD_basket
934394420,KELLIVIT CREMA 75ML,0,118,24.96,5,1,0.28,t,f,HELD_basket
041512029,LISOMUCIL GOLA*OS SPRAY 15ML,0,87,7.39,6,1,0.28,f,f,GROSSISTA_netto
975189212,FLAVIS CHOCOTINO 4X25G,9,293,11.28,4,1,0.28,f,f,MAGAZZINO_netto
941771154,FLAVONIL CORPO GEL 200ML,1,82,23.10,7,1,0.28,t,f,HELD_rete_pos
981391206,KLORANE CREMA DOCCIA FIORE FRA,0,17,6.89,12,1,0.28,f,f,GROSSISTA_netto
923539670,KRIN UP ANDRO 30CPS,0,397,28.31,10,1,0.28,t,f,HELD_basket
950221794,KUKIDENT COMPLETE NEUTRO 70G,28,1275,9.72,5,1,0.28,t,f,HELD_rete_pos
930547359,LACTIBIANE TOLERANCE 30CPS,0,588,22.19,7,1,0.28,t,f,HELD_basket
978115778,LAEVOLAC EQUIFLORA 20CPR,32,387,3.79,10,1,0.28,t,t,HELD_basket
027668019,LATTULOSIO SAND*SCIR 180ML,17,150,4.98,9,1,0.28,t,f,HELD_rete_pos
936092624,LAURIDYL 20CPS,0,114,20.75,7,1,0.28,t,f,HELD_rete_pos
978939940,LAVONASE SIR 60ML IRRIG NASALE,0,6,7.62,1,1,0.28,f,f,GROSSISTA_netto
973648886,LENET MICO 400ML,0,141,21.85,6,1,0.28,t,f,HELD_rete_pos
935272791,LIBERVIS ENERGY ARANCIA 20BUST,0,151,15.96,2,1,0.28,f,f,GROSSISTA_netto
900283944,LIEVITO DI BIRRA 120CPR,0,68,4.84,9,1,0.28,f,f,GROSSISTA_netto
944097652,LINFOVIR IPERWASH SOL SAL IPER,0,532,14.55,6,1,0.28,f,f,HELD_basket
932161348,LIPALT 30CPR,0,8,21.89,2,1,0.28,t,f,HELD_rete_pos
900291790,LIPIKAR SURGRAS PANE FISIOL,3,3,6.85,1,1,0.28,f,f,MAGAZZINO_netto
985288430,LIPOSKIN BIOMA PHARCOS SPUMA,0,202,16.48,6,1,0.28,t,f,HELD_rete_pos
983773704,LISTERINE ADVANCED WHITE DEL,3,150,3.38,2,1,0.28,f,f,MAGAZZINO_netto
943329730,LONGLIFE COLLAGEN GUMMIES84GOM,0,14,18.20,7,1,0.28,t,f,HELD_rete_pos
901289367,LONGLIFE MAGNESIUM 188 100CPR,0,70,12.81,3,1,0.28,f,f,GROSSISTA_netto
020702270,"MAALOX PLUS*OS SOSP 4+3,5+0,5%",5,215,9.00,4,1,0.28,f,f,MAGAZZINO_netto
947071015,LONGLIFE SKIN FACTORS 60TAV,0,39,21.90,6,1,0.28,f,f,GROSSISTA_netto
020702054,MAALOX*40CPR MAST 400MG+400MG,8,496,11.91,8,1,0.28,t,f,HELD_basket
025519051,"MAG 2*20CPR EFF 2,25G",2,193,12.65,3,1,0.28,t,f,HELD_rete_pos
937210591,MAIKOL 30CPR,0,86,21.28,8,1,0.28,t,f,HELD_rete_pos
930863131,MAKESKIN CREMA 3X10ML,0,147,19.05,9,1,0.28,t,f,HELD_rete_pos
984984308,MASSIGEN VITAMINA B12 14FL,0,404,7.84,9,1,0.28,f,f,GROSSISTA_netto
981114097,BIOSCALIN NUTRICOL PL 7 BIONDO,4,538,8.42,7,1,0.28,t,f,HELD_rete_pos
930010653,MD-LUMBAR ITALIA 10FL INIET2ML,0,14,81.39,5,1,0.28,f,f,GROSSISTA_netto
971980697,MEDIPRESTERIL MED POSTOP 10X30,0,121,6.19,10,1,0.28,f,f,GROSSISTA_netto
912313222,MELATONMED 1MG 20ML,0,56,10.67,7,1,0.28,f,f,HELD_basket
951224322,MERIDOL COLLUTORIO PROT GENG,10,372,5.66,1,1,0.28,f,t,MAGAZZINO_netto
908693880,MELLIS BIO-SHAMPOO 200ML,0,678,10.15,11,1,0.28,t,f,GROSSISTA_netto
901373718,MENTA OLIO ESSENZIALE 10ML,0,165,5.72,6,1,0.28,f,f,GROSSISTA_netto
971193697,MERIDOL PARODONT EXPERT SPAZZ,15,213,4.32,6,1,0.28,f,t,MAGAZZINO_netto
024625016,MICONAL*CREMA DERM 30G 2%,0,137,12.22,4,1,0.28,f,f,GROSSISTA_netto
942578461,MICOSTOP EMULSIONE 125ML,0,568,15.84,5,1,0.28,t,f,HELD_rete_pos
023491172,MICOTEF*CREMA CUT 30G 2%,0,13,15.69,1,1,0.28,f,f,GROSSISTA_netto
934727506,MICTALASE 10SUPPOSTE 2G,0,329,15.69,6,1,0.28,t,f,HELD_rete_pos
972787701,MIONYTE ORO 30CPR,0,11,12.48,3,1,0.28,f,f,GROSSISTA_netto
926583321,MODE' TEC MOUSSE ATTIVA 70ML,0,59,11.98,9,1,0.28,f,f,HELD_basket
976864328,ARKOCPS GLUCOMANNANO BIO130CPS,0,28,18.43,7,1,0.28,f,f,GROSSISTA_netto
908726843,NEO MOM POLVERE 20G,0,389,9.08,7,1,0.28,f,f,GROSSISTA_netto
