tenant,minsan,prodotto,n_click,costo_click,erp_stock,supplier_stock,pos
Farmacia Mandanici,974967212,PIC STRISCE GLUCO MONITOR 25PZ,1,0.33,0,769,4
Farmacia Mandanici,974986705,LEVITAS CUSCINO FCS S/FOD40X40,1,0.33,0,3,2
Farmacia Mandanici,974989271,SMART D3 MATRIX GOCCE 15ML,1,0.33,2,1660,5
Farmacia Mandanici,975004641,CURASEPT SPAZZ SPEC ORTHO,1,0.33,0,43,
Farmacia Mandanici,975026194,EFFACLAR K+ 40ML,1,0.33,1,140,15
Farmacia Mandanici,975051943,METASLEEP ITA 1MG 30CPR,1,0.33,0,124,7
Farmacia Mandanici,975063239,CEROTTO SPRAY,1,0.33,0,0,
Farmacia Mandanici,975063443,IMMUNOSICK 30ML,1,0.33,0,58,7
Farmacia Mandanici,975082874,GIBAUD SPORT POLPACCERA 2,1,0.33,0,0,
Farmacia Mandanici,975084753,PIC INSUPEN ADV AGO G33X4MM,1,0.33,3,1032,2
Farmacia Mandanici,975084789,PIC INSUPEN ADV AGO G32X6MM,1,0.33,13,400,1
Farmacia Mandanici,975099173,TOTABI EVO 32CPR,1,0.33,0,335,4
Farmacia Mandanici,975359074,CRL DHA 60CPS,1,0.33,0,58,3
Farmacia Mandanici,975428234,XEMOSE C8+ BALS OLIO 500ML,1,0.33,0,241,10
Farmacia Mandanici,975435177,ORALB KIDS CARS&PRINCESS SPAZZ,1,0.33,1,0,1
Farmacia Mandanici,975513615,GELSECTAN 15CPS,1,0.33,1,0,2
Farmacia Mandanici,975526587,ORG PH ORGANICS COLOR 9/0 BION,1,0.33,0,9,1
Farmacia Mandanici,975582026,FDR CLEMULINA SENO 15ML,1,0.33,1,86,6
Farmacia Mandanici,975585593,SCHAR CLASSICO MASTRO PANE330G,1,0.33,0,100,4
Farmacia Mandanici,975609948,REONAT 30CPR,1,0.33,0,158,5
Farmacia Mandanici,975701044,ALTRIENT LIPOSOMAL VITC 30BUST,1,0.33,0,392,1
Farmacia Mandanici,975701956,CONTROL GEL LUBRIF NATURE 75ML,1,0.33,13,171,7
Farmacia Mandanici,975734132,RILASTIL XEROLACT GEL DET400ML,1,0.33,0,72,6
Farmacia Mandanici,975816315,COLPHARMA MAGNETO CARE HOME,1,0.33,0,9,8
Farmacia Mandanici,975874025,MONELLO RISO BEVANDA VEG 1L,1,0.33,7,100,2
Farmacia Mandanici,975906684,HERBATINT 3DOSI 4N 300ML,1,0.33,0,41,3
Farmacia Mandanici,975941737,FERTISTILL 20BUST,1,0.33,0,47,7
Farmacia Mandanici,975984598,VERTIWIN 30CPR,1,0.33,0,100,7
Farmacia Mandanici,975991175,GELDIS Gel 100ml Pulitore Bite,1,0.33,0,847,6
Farmacia Mandanici,975995743,AUDISPRAY ULTRA SPRAY 20ML,1,0.33,2,113,12
Farmacia Mandanici,976005292,MULTICENTRUM VITAGUMMY 30CARAM,1,0.33,9,286,3
Farmacia Mandanici,976202717,CRISPACT 30STICK OROSOLUBILI,1,0.33,1,0,12
Farmacia Mandanici,976206262,CERAMOL MB 30 50ML,1,0.33,0,25,6
Farmacia Mandanici,976260149,UROCALC 30STICK PACK,1,0.33,1,204,6
Farmacia Mandanici,976292918,LUMAGE ULTRA 40CPR,1,0.33,0,164,3
Farmacia Mandanici,976294114,COGITON MENS 14BUST,1,0.33,0,770,8
Farmacia Mandanici,976294405,NORSAN OMEGA 3 VEGANO 100ML,1,0.33,0,173,5
Farmacia Mandanici,976305298,MUFLUIL RINOLOGICO 15F 2ML,1,0.33,0,148,1
Farmacia Mandanici,976322762,FLEXADIN ADVANCED CANE 30TAV,1,0.33,0,73,3
Farmacia Mandanici,976322774,FLEXADIN ADVANCED CANE 60TAV,1,0.33,0,60,3
Farmacia Mandanici,976326138,LINES SP PANTS DISCREET M 8P,1,0.33,0,100,3
Farmacia Mandanici,976329387,EMOFORM DENT FORTE CREMA ADES,1,0.33,31,146,1
Farmacia Mandanici,976334209,MULTICENTRUM DONNA 50+ 60CPR,1,0.33,1,323,
Farmacia Mandanici,976340339,ARNICA GEL 90% 250ML,1,0.33,0,1427,3
Farmacia Mandanici,976391159,SENSIVEN 50+ 50ML,1,0.33,0,582,10
Farmacia Mandanici,976395006,N5 1 Latte Liq 0/6m 500ml,1,0.33,28,940,3
Farmacia Mandanici,976730972,TENDIJOINT FORTE 20CPR,1,0.33,1,100,
Farmacia Mandanici,976731152,PELVILEN DUAL ACT 20CPR,1,0.33,1,678,10
Farmacia Mandanici,976767881,SWISSE SALUTE OSSEA 60CPR,1,0.33,0,217,11
Farmacia Mandanici,976771523,MEAQUOR 1000 60CPS,1,0.33,0,378,6
Farmacia Mandanici,976832218,DEFENCE COVER FOND/CORR STK203,1,0.33,0,5,4
Farmacia Mandanici,976836231,POLSIERA STECCATA AMBID DL27 M,1,0.33,0,1,1
Farmacia Mandanici,977254147,EQUIMEL 40CPS,1,0.33,0,48,8
Farmacia Mandanici,977368253,DERMOVITAMINA FILM SPR 30ML,1,0.33,4,195,2
Farmacia Mandanici,977447642,"CURAPROX PERIOPLUS+ REGEN0,09%",1,0.33,0,28,9
Farmacia Mandanici,977544814,VITAMINA D 4000UI 168CPR MAST,1,0.33,0,844,9
Farmacia Mandanici,977625401,ATODERM LEVRES BAUME 15ML,1,0.33,1,11,6
Farmacia Mandanici,977631706,NUTRIFREE FETTE BISC INT 225G,1,0.33,0,100,1
Farmacia Mandanici,977633445,SILENTIUM 30CPS,1,0.33,0,108,5
Farmacia Mandanici,977662030,AVENE CICALFATE+CR RISTRUT40ML,1,0.33,1,548,
Farmacia Mandanici,977662042,AVENE CICALFATE+CR RISTRU100ML,1,0.33,0,394,
Farmacia Mandanici,977663653,THOTALE CREMA VISO BAVA LUMACA,1,0.33,0,471,4
Farmacia Mandanici,977668134,INOFERT HP 20BUST,1,0.33,1,740,9
Farmacia Mandanici,977695170,GLORIA162EVO AD BE MC,1,0.33,0,12,6
Farmacia Mandanici,977695283,GLORIA162EVO AD BE LL,1,0.33,0,4,4
Farmacia Mandanici,977696475,GLORIA162EVO MONSX BE ML,1,0.33,0,2,1
Farmacia Mandanici,977804020,RISCHIARIL GOCCE 30ML,1,0.33,0,150,6
Farmacia Mandanici,977817826,LAURELLA ASS U LUNGO ALI 12PZ,1,0.33,26,0,
Farmacia Mandanici,977817838,LAURELLA ASS U SUP NTT ALI10PZ,1,0.33,13,0,1
Farmacia Mandanici,977823196,GIOVINA 30BUST,1,0.33,0,40,2
Farmacia Mandanici,977823778,EUCERIN ATOPIC CR FASI AC100ML,1,0.33,0,147,8
Farmacia Mandanici,977824705,NUXE RDM CREME CORPS 400ML,1,0.33,0,19,7
Farmacia Mandanici,978240909,CERAVE SA CREMA LEVIGANTE177ML,1,0.33,5,87,10
Farmacia Mandanici,978242663,PUMILIO ESSENZA ANTISTRESS ANT,1,0.33,3,0,1
Farmacia Mandanici,978244679,AMANTAR 20CPR+20CPS,1,0.33,0,117,7
Farmacia Mandanici,978250227,FLAVIS FETTE TOSTATE 205G,1,0.33,0,100,2
Farmacia Mandanici,978250239,GUAM LEGGINGS ACTIVE XS/S,1,0.33,0,3,1
Farmacia Mandanici,978267843,MATT PHARMA SERENOA PROST20CPS,1,0.33,0,36,1
Farmacia Mandanici,978305682,SAGINIL IN 10 CANNULE TUBO60ML,1,0.33,0,161,4
Farmacia Mandanici,978306393,PODALUX SCARPA POSTOP II L,1,0.33,0,10,3
Farmacia Mandanici,978306429,PODALUX SCARPA POSTOP II XL,1,0.33,0,8,3
Farmacia Mandanici,978307320,JUFLUS 30CPS MOLLI,1,0.33,0,96,8
Farmacia Mandanici,978401370,YAMAMOTO R ASHWAGANDHA 30CPS,1,0.33,0,86,2
Farmacia Mandanici,978433769,LIBERO UP&GO PANN 5 10-14 20PZ,1,0.33,0,0,
Farmacia Mandanici,978448506,CONNETTIVINASTICKSUN SPF30 3G,1,0.33,5,132,3
Farmacia Mandanici,978474892,Aptamil 1 Latte 750g,1,0.33,4,117,4
Farmacia Mandanici,978476099,KIJIMEA COLON IRRITAB PRO14CPS,1,0.33,1,304,5
Farmacia Mandanici,978501359,ANNURMETS HAIR SH RIPARATORE,1,0.33,0,12,10
Farmacia Mandanici,978507224,ECOTONIC 1000 14STICK PACK,1,0.33,0,6,6
Farmacia Mandanici,978598845,FOOTCARE PROT GEL 5 DITO C15,1,0.33,0,11,7
Farmacia Mandanici,978625349,CLENNY A FAMILY PACK ACCES COM,1,0.33,0,20,3
Farmacia Mandanici,978691451,ATAFLU' 14BUST,1,0.33,0,86,1
Farmacia Mandanici,978843922,REMESCAR PROGR CORRET CONT OCC,1,0.33,0,18,5
Farmacia Mandanici,978851006,VIGORDEM 90CPS,1,0.33,0,2,1
Farmacia Mandanici,978861425,RILASTIL ACNESTIL GEL DET400ML,1,0.33,0,243,9
Farmacia Mandanici,978861490,VIDERMINA LUBRIPIU OLIOLATTE,1,0.33,22,1951,6
Farmacia Mandanici,978861781,HAPPY FEEL NOCCIOLA 30G,1,0.33,0,57,2
Farmacia Mandanici,978867909,LIMBICA 14BUST,1,0.33,0,151,2
Farmacia Mandanici,978867935,CONNETTIVINASOLE CREMA GEL30ML,1,0.33,0,232,8
Farmacia Mandanici,978868038,CONNETTIVINASOLE SPRAY 50ML,1,0.33,0,125,6
Farmacia Mandanici,978869865,CONNETTIVINA CER HITECH 10X10,1,0.33,0,73,
Farmacia Mandanici,978939938,LAVONASE SIR 20ML IRRIG NASALE,1,0.33,0,6,1
Farmacia Mandanici,979021639,CUTALGAN A-DERMA SPRAY 100ML,1,0.33,0,74,9
Farmacia Mandanici,979075847,MEDIVEN MONDI AG SIL CL2 P/A 6,1,0.33,0,1,1
Farmacia Mandanici,979082690,D MANNOSIO ULTRA 2000 10STICK,1,0.33,0,21,6
Farmacia Mandanici,979082738,CH BRACCIALE SILICONE,1,0.33,2,0,1
Farmacia Mandanici,979095484,NUXE HP FLORALE 50ML OLIO SECC,1,0.33,0,254,2
Farmacia Mandanici,979101882,CIOKO GOLOSO 200G,1,0.33,0,31,1
Farmacia Mandanici,979101894,PAFFITO 45G,1,0.33,0,51,3
Farmacia Mandanici,979101906,SFOGLIETTE LENTICCHIE 50G,1,0.33,0,11,3
Farmacia Mandanici,979103506,SENSIBIO H2O 850ML PUMP,1,0.33,2,255,5
Farmacia Mandanici,979196173,ISOLA BIO BEVANDA AVENA INTEGR,1,0.33,0,100,4
Farmacia Mandanici,979216557,FIBERPASTA TARALLI BASSO INDIC,1,0.33,0,11,3
Farmacia Mandanici,979238084,FYLLADERM FILM BARR PROT 50ML,1,0.33,0,8,2
Farmacia Mandanici,979258009,GHC MEDICAL SHAMPOO PROTEICO,1,0.33,0,182,2
Farmacia Mandanici,979276565,TRIDERM AD CREMA SOL SPF50+,1,0.33,0,207,
Farmacia Mandanici,979323096,TRIDERM INTIMATE ANTIBATT250ML,1,0.33,0,148,12
Farmacia Mandanici,979332412,MYTHOXAN 30BUST,1,0.33,0,52,4
Farmacia Mandanici,979333390,ENDOR-PACE GOCCE 50ML,1,0.33,0,153,7
Farmacia Mandanici,979375146,FORMULA CREMA DERMOPURIF 50ML,1,0.33,0,103,1
Farmacia Mandanici,979375577,FORMULA NOGAS 50CPR,1,0.33,0,1930,4
Farmacia Mandanici,979394210,GLUTINIENTE TUBETTI 400G,1,0.33,0,8,3
Farmacia Mandanici,979410976,AVEENO PS EMULAVE SHAMPOO300ML,1,0.33,0,133,7
Farmacia Mandanici,979418821,BILIARIS LIQUIDO ANALC 200ML,1,0.33,0,33,5
Farmacia Mandanici,979418860,TRIMIX GOCCE OCULARI 8ML,1,0.33,0,226,3
Farmacia Mandanici,979657374,YAMAMOTO N CREATINE PRO 150TAV,1,0.33,0,27,6
Farmacia Mandanici,979683226,PIC SOLUTION FAZZOLETTINI DISI,1,0.33,27,715,1
Farmacia Mandanici,979683455,HELIOCARE 360 PLUS 30CPS,1,0.33,0,0,
Farmacia Mandanici,979779978,CONTROL NON STOP DOTS&LINES6PZ,1,0.33,52,131,2
Farmacia Mandanici,979800012,ULTRASUSTAIN 14 PORZIONI POLV,1,0.33,0,16,5
Farmacia Mandanici,979810102,REV IDRAX BOTU' MEDICAL 30BUST,1,0.33,0,25,1
Farmacia Mandanici,979869068,BLEPHASOL DUO 100ML+100 GARZE,1,0.33,0,98,9
Farmacia Mandanici,979947607,DERMACOTONE SALV AVENA/CAL72PZ,1,0.33,0,100,2
Farmacia Mandanici,980029538,OLIO SOLARE ACCELERATORE ABBR,1,0.33,0,16,3
Farmacia Mandanici,980115380,MYRIALEN GEL OCULARE 10G,1,0.33,0,236,7
Farmacia Mandanici,980121899,COLLARE CERVICALE BIV VISTA,1,0.33,0,5,2
Farmacia Mandanici,980122206,CORSETTO SEMIR ASPEN LUMB L,1,0.33,0,1,1
Farmacia Mandanici,980132839,THOTALE LATTE MICELL 3IN1 BAVA,1,0.33,1,0,2
Farmacia Mandanici,980143008,MASUROTA 50MLD 20CPS,1,0.33,0,484,8
Farmacia Mandanici,980182897,VENOLEX 30CPR,1,0.33,0,210,3
Farmacia Mandanici,980247860,XIPAG 20CPR,1,0.33,0,367,5
Farmacia Mandanici,980258471,ROSAID CREMA 30ML CE,1,0.33,0,45,8
Farmacia Mandanici,980258937,COLIN A 1000 30FL 10ML,1,0.33,0,151,5
Farmacia Mandanici,980287092,DEFENCE HAIR SHAMPOO RIDENSIF,1,0.33,0,135,7
Farmacia Mandanici,980292078,FIBRAMUCIL POLVERE 120G,1,0.33,0,8,2
Farmacia Mandanici,980292662,DERMOVITAMINA PRURITO INT ELLE,1,0.33,0,126,7
Farmacia Mandanici,980406639,MAGNESIO SUPREMO NOTTE REL150G,1,0.33,11,831,9
Farmacia Mandanici,980445858,SENSIBIO GEL MOUSSANT 100ML,1,0.33,0,0,
Farmacia Mandanici,980454680,VIDERMINA GEL INTIMO NF 30ML,1,0.33,1,133,
Farmacia Mandanici,980475356,FAVE DI FUCA 40CPR SENNA,1,0.33,21,532,4
Farmacia Mandanici,980483679,FASTUM EMAZERO EMULS GEL 100ML,1,0.33,1,178,5
Farmacia Mandanici,980486474,MICROPORE SURG T M5X25MM DI,1,0.33,0,512,5
Farmacia Mandanici,980494280,REMESCAR EFF LIFT INST V SHAPE,1,0.33,0,47,6
Farmacia Mandanici,980500019,VITABELLA MULTIGRAIN ALTO FIBR,1,0.33,0,0,
Farmacia Mandanici,980500021,VITABELLA FIOCCHI MAIS 225G,1,0.33,0,4,2
Farmacia Mandanici,980508865,MELLIN CREMA RISO 200G,1,0.33,3,157,1
Farmacia Mandanici,980512747,CERAMOL CREMA 311 200ML,1,0.33,1,477,14
Farmacia Mandanici,980519007,MULTIVITAMINE&MINERALI 30CPR,1,0.33,0,115,7
Farmacia Mandanici,980523310,CALENDULA 100ML,1,0.33,0,20,8
Farmacia Mandanici,980529782,IPPOCASTANO EXTRACT PLUS 100ML,1,0.33,0,10,5
Farmacia Mandanici,980544302,MODERMA FLEX AP CONV SM T13-38,1,0.33,0,1,2
Farmacia Mandanici,980547451,ISYPAN STITICHEZZA 20BUST,1,0.33,1,0,4
Farmacia Mandanici,980628085,FIBROALGIL 30CPR,1,0.33,0,173,7
Farmacia Mandanici,980630976,ALAMA MASCHERA RISTRUTT CAP,1,0.33,0,58,2
Farmacia Mandanici,980631016,ALAMA NO-YELLOW SH CAP BI/GR/D,1,0.33,0,15,1
Farmacia Mandanici,980631030,ALAMA SHAMPOO IDRAT CAP SECCHI,1,0.33,0,12,6
Farmacia Mandanici,980631079,ALAMA SHAMPOO RISTRUTT CAP DAN,1,0.33,0,33,6
Farmacia Mandanici,980631257,SOS COLOR&GO MAS COL ROSSO,1,0.33,0,5,8
Farmacia Mandanici,980642692,NATTURA FIOCCHI AVENA INTE350G,1,0.33,0,100,2
Farmacia Mandanici,980644316,ALGASIV ADES PROT INF 30PZ,1,0.33,2,658,8
Farmacia Mandanici,980680920,ALANERV 20CPS SOFTGEL,1,0.33,0,37,5
Farmacia Mandanici,980770630,PEANORM 30CPS,1,0.33,0,10,6
Farmacia Mandanici,980774412,UNICO OLIO SECCO SPRAY 100ML,1,0.33,1,30,3
Farmacia Mandanici,980784387,GENEDOL 30CPR,1,0.33,0,161,2
Farmacia Mandanici,980787194,GLICINA PURA POLVERE SOLUB250G,1,0.33,0,150,2
Farmacia Mandanici,980793513,ESI IMMUNILFLOR CPS FT 30NCPS,1,0.33,5,86,3
Farmacia Mandanici,980801258,AGO CAN VENOPIC 2V PUR G20X32,1,0.33,0,67,3
Farmacia Mandanici,980802033,BUTIRRATO PURO LIQ ANALCO500ML,1,0.33,0,59,4
Farmacia Mandanici,980810206,OMEGOR VEG 60CPS,1,0.33,0,440,7
Farmacia Mandanici,980813707,ESI BIOCOLLAGENIX EYE PATCH10P,1,0.33,0,70,8
Farmacia Mandanici,980813962,HYALISTIL SYNFO SOL OFT 10ML,1,0.33,2,100,9
Farmacia Mandanici,980817201,THOTALE OLIO 31 100ML,1,0.33,2,24,1
Farmacia Mandanici,980818658,HERBOSOL FE 30CPR,1,0.33,0,64,7
Farmacia Mandanici,980860148,LINEAGIN GEL 6APPLX5ML,1,0.33,0,263,1
Farmacia Mandanici,980908103,RAMESKIN 50ML,1,0.33,0,127,5
Farmacia Mandanici,980912214,SILVANA EMOTIONAL BAGNO EFF SO,1,0.33,0,3,2
Farmacia Mandanici,980926570,BARILIFE CALCIOLIQUIDO 15STICK,1,0.33,0,135,3
Farmacia Mandanici,981043250,SCHOLL PLANTARE ARCO L 2PZ,1,0.33,2,0,1
Farmacia Mandanici,981043262,SCHOLL PLANTARE ARCO M 2PZ,1,0.33,2,0,4
Farmacia Mandanici,981047107,ZYMEREX IBS COLON IRRIT 14BUST,1,0.33,0,218,5
Farmacia Mandanici,981048073,KARITE' BURRO LABBRA NUTRIENTE,1,0.33,0,27,1
Farmacia Mandanici,981054087,DORSAK SPRAY 100ML BRADERM,1,0.33,0,166,10
Farmacia Mandanici,981064835,CUPPER ROOIBOS 40G,1,0.33,0,90,3
Farmacia Mandanici,981075664,MANGIVIS 30BUST,1,0.33,0,0,
Farmacia Mandanici,981111925,MUSTELA DETERGENTE DEL 500ML,1,0.33,1,157,
Farmacia Mandanici,981112461,EPILOBIO ESTRATTO INTEGR SECCO,1,0.33,0,35,4
Farmacia Mandanici,981112535,EQUISETO T 90G 180PAST 500MG,1,0.33,0,2,3
Farmacia Mandanici,981113943,BIOSCALIN NUTRICOL PL 1 NERO,1,0.33,11,327,3
Farmacia Mandanici,981114097,BIOSCALIN NUTRICOL PL 7 BIONDO,1,0.33,1,374,
Farmacia Mandanici,981114123,"BIOSCALIN NUTRICOL PL 4,3 CAST",1,0.33,0,175,
Farmacia Mandanici,981124302,DERMOPLASMINE MOUSSE 20G,1,0.33,0,100,6
Farmacia Mandanici,981263650,MIO FLEX SACCA COLO MX W/W70MM,1,0.33,0,4,1
Farmacia Mandanici,981274006,BRUDYPIO 30CPS,1,0.33,0,28,7
Farmacia Mandanici,981354032,TAUMARIN SPAZZ ORTOD ANTIBATT,1,0.33,2,104,
Farmacia Mandanici,981354071,TAUMARIN SPAZZ PROF27 MOR ANTI,1,0.33,25,304,7
Farmacia Mandanici,981354119,TAUMARIN SPAZZ SCAL33 M ANTIBA,1,0.33,75,788,2
Farmacia Mandanici,981355213,LATTOFERRINA 75PAST,1,0.33,0,3,1
Farmacia Mandanici,981355225,QUERCETINA 75PAST,1,0.33,0,83,5
Farmacia Mandanici,981391004,KLORANE SHAMPOO SECCO MENTA,1,0.33,0,0,
Farmacia Mandanici,981394758,CER ROC SOFFIX STRE 5X500 F,1,0.33,0,123,9
Farmacia Mandanici,981399532,MELATONINA ZN-S PIERPAOLI30CPR,1,0.33,0,126,1
Farmacia Mandanici,981405347,SNS2 60CPS,1,0.33,0,243,1
Farmacia Mandanici,981432711,SWISSE COLLAGENE DIAMOND 10FL,1,0.33,1,156,4
Farmacia Mandanici,981445861,CICAPLAST SPRAY B5 100ML,1,0.33,6,96,5
Farmacia Mandanici,981459439,NEURODINE ACT 12FL 10ML,1,0.33,0,308,6
Farmacia Mandanici,981463615,EMOFTAL 30CPR,1,0.33,0,0,
Farmacia Mandanici,981464581,LIPOSKIN PRO PHARCOS 30CPS,1,0.33,0,137,3
Farmacia Mandanici,981475647,CERAVE OLIO DET IDRAT SCH236ML,1,0.33,2,157,5
Farmacia Mandanici,981485461,PHYSIOMANCE OMEGA 3+ 30PRL,1,0.33,0,23,2
Farmacia Mandanici,981499054,NORSAN OMEGA 3 ARKTIS 120CPS,1,0.33,0,2765,5
Farmacia Mandanici,981504602,DIGETOP 14BUST,1,0.33,0,156,2
Farmacia Mandanici,981516331,VAGISIL GEL LUBRIFICANTE 30G,1,0.33,1,425,5
Farmacia Mandanici,981516863,PHYSIOMANCE ACTION DIET4 90CPR,1,0.33,0,22,1
Farmacia Mandanici,981517598,VAGISIL FLUIDO IDRAT INTIMO,1,0.33,0,147,8
Farmacia Mandanici,981536459,CH GIOCO MF 3IN1 ACTIVITY GYM,1,0.33,0,2,2
Farmacia Mandanici,981536725,ALEVICA LIQUID 100ML,1,0.33,0,197,6
Farmacia Mandanici,981536838,ANNURKAP SPRAY 50ML,1,0.33,0,13,4
Farmacia Mandanici,981558493,AKROSAN 14BUST,1,0.33,0,121,6
Farmacia Mandanici,981566627,EUCLORINA GENGIVE COLLUTORIO,1,0.33,1,0,4
Farmacia Mandanici,981644697,REUMABEST 30CPR,1,0.33,0,169,1
Farmacia Mandanici,981645207,ASABIONIC GEL ANTI ACNE VISO,1,0.33,0,151,4
Farmacia Mandanici,981647023,SNS TED 30BUST,1,0.33,0,362,6
Farmacia Mandanici,981647833,VIGOR ACT 30CPR,1,0.33,0,184,
Farmacia Mandanici,981928171,OLEA K2 GOCCE 20ML,1,0.33,0,4524,8
Farmacia Mandanici,981928866,LEGART POWER 60CPR,1,0.33,0,74,5
Farmacia Mandanici,981974239,LOVREN TERRA ABBRONZANTE NAT B,1,0.33,2,51,1
Farmacia Mandanici,981974367,BIOKILL PIRETRO NATURALE 375ML,1,0.33,0,153,5
Farmacia Mandanici,982000642,CRANBERRY BIO SUCCO SALUGEA,1,0.33,0,0,
Farmacia Mandanici,982007066,RIGENOMA DETERGENTE RISC 150ML,1,0.33,0,70,4
Farmacia Mandanici,982007243,FOOTCARE CER CALLIF LIQ12ML B4,1,0.33,0,33,10
Farmacia Mandanici,982046070,PANE SALTIMBOCCA 250G,1,0.33,0,35,1
Farmacia Mandanici,982054215,GIBAUD ORTHO TUTORE DITA 3,1,0.33,0,6,7
Farmacia Mandanici,982054482,CEREBRAIN FORTE 12FL 15ML,1,0.33,1,1033,13
Farmacia Mandanici,982129645,GLORIA152COMF AT BE SL,1,0.33,0,3,1
Farmacia Mandanici,982134138,DEFENCE GEL DET RIEQUIL 200ML,1,0.33,0,20,7
Farmacia Mandanici,982396107,LINES COTONE BIO ULTRA ALI 12P,1,0.33,0,100,4
Farmacia Mandanici,982406934,PUROFLOG SOLUZIONE OFT 20FL,1,0.33,0,2945,1
Farmacia Mandanici,982463248,TRUDI BABY C PANN BB XL15/30KG,1,0.33,17,100,1
Farmacia Mandanici,982463592,DOLTENDIX 20BUST,1,0.33,0,161,7
Farmacia Mandanici,982468441,ALPINO LIQUIDO BRUCIA PORRI VE,1,0.33,0,62,6
Farmacia Mandanici,982475257,SERENITY MUT SD SENS SUP L 15P,1,0.33,0,100,11
Farmacia Mandanici,982475321,SERENITY PANTS SD SENS EX M 12,1,0.33,11,156,1
Farmacia Mandanici,982475333,SERENITY PANTS SD SENS EX L 12,1,0.33,11,135,5
Farmacia Mandanici,982476285,LACDIGEST LACTOFREE 30CPR,1,0.33,1,4672,8
Farmacia Mandanici,982501468,ARTISALUS ACT FORTE PLUS 60CPS,1,0.33,0,86,10
Farmacia Mandanici,982540573,MOS PASTA HOFFMANN 200ML,1,0.33,0,100,2
Farmacia Mandanici,982592937,COCCO CREMA CORPO VELL 100ML,1,0.33,0,32,8
Farmacia Mandanici,982604391,URYVET CAT PASTA EVO 15ML,1,0.33,0,281,3
Farmacia Mandanici,982658003,CLIATAKE GEL 20ML,1,0.33,0,155,6
Farmacia Mandanici,982682217,SATILIA 60CPS,1,0.33,0,100,8
Farmacia Mandanici,982716870,VERALAB OLIO DENSO TRAVEL 30ML,1,0.33,1,0,1
Farmacia Mandanici,982733661,REVEE SCAR GEL 60G,1,0.33,0,54,1
Farmacia Mandanici,982738142,OMNI BIOTIC FLORA PLUS+ 14BUST,1,0.33,0,346,1
Farmacia Mandanici,982751303,TRISAME 20CPR,1,0.33,0,123,3
Farmacia Mandanici,982752457,NAUZEN STICK 20STICK,1,0.33,0,125,5
Farmacia Mandanici,982753992,STIPACON 30CPR,1,0.33,0,46,3
Farmacia Mandanici,982761165,NATURAFLORA LEI 20BUST,1,0.33,0,103,4
Farmacia Mandanici,982815312,B12 PLUS 60PAST,1,0.33,0,36,5
Farmacia Mandanici,982820793,CURASEPT COLLUT ADS DNA LENIT,1,0.33,6,534,8
Farmacia Mandanici,982821441,CURASEPT COLLUT ADS DNA AST+OM,1,0.33,9,100,8
Farmacia Mandanici,982885360,ALOE VERA GEL BIO PURO 100%,1,0.33,1,130,1
Farmacia Mandanici,982892883,DEVAMIX 20STICK,1,0.33,0,536,4
Farmacia Mandanici,982932194,SILIPLUS 30CPR,1,0.33,0,720,9
Farmacia Mandanici,982934010,FITOSTIMOLINE SEPTAGEL GEL VAG,1,0.33,7,425,2
Farmacia Mandanici,982938514,NATURA SACCA URO C/C TRASP38MM,1,0.33,0,1,3
Farmacia Mandanici,982951372,ROMIFER 30CPR MASTICABILI,1,0.33,0,139,7
Farmacia Mandanici,982953236,CARDO MARIANO TM 50ML BIO,1,0.33,0,5,4
Farmacia Mandanici,982990057,AVENE COUVRANCE CIPR MOS SOLE,1,0.33,0,124,10
Farmacia Mandanici,982999118,DEFENCE SUN SPRAY TRANSP 50+,1,0.33,0,401,3
Farmacia Mandanici,983001532,BUON ALOE VERA 95% 500ML,1,0.33,0,24,7
Farmacia Mandanici,983031966,CISTIDYN ITA 14BUST,1,0.33,0,172,8
Farmacia Mandanici,983037918,MANUMED POLSIERA ACT EMOT DX 2,1,0.33,0,4,2
Farmacia Mandanici,983170857,MASSIMO ZERO RAVIOLI RICO/SPIN,1,0.33,0,39,1
Farmacia Mandanici,983173473,SERENITY SAG SD SENS EXTRA30PZ,1,0.33,0,29,5
Farmacia Mandanici,983175377,SHOULDERCROSS ORTESI SPAL DX L,1,0.33,0,1,1
Farmacia Mandanici,983192081,LUBRIMIL 20BUST,1,0.33,0,144,3
Farmacia Mandanici,983274869,HIPP COMFORT 600G,1,0.33,6,77,1
Farmacia Mandanici,983275191,VERALAB NO DARK 15ML,1,0.33,5,0,1
Farmacia Mandanici,983278209,METILBEN 30CPR,1,0.33,0,20,1
Farmacia Mandanici,983283615,BRONCHIFLU 14BUST,1,0.33,0,273,2
Farmacia Mandanici,983302290,LATTOFERRINA 200MG 30CPS,1,0.33,0,31,10
Farmacia Mandanici,983304369,MICRONIL ACT 30BUST,1,0.33,0,10,2
Farmacia Mandanici,983307101,VITAMINA C LIPOSOM 60OPR,1,0.33,0,13,3
Farmacia Mandanici,983357789,A+CURE IGIENE INTIMA DEL20SALV,1,0.33,0,0,
Farmacia Mandanici,983364415,MAGNESIO E POTASSIO POLV 360G,1,0.33,0,101,5
Farmacia Mandanici,983367172,CEROXMED TERMOMETRO AL GALLIO,1,0.33,11,100,1
Farmacia Mandanici,983381474,RIVESCAL DELICATO XL SH 500ML,1,0.33,0,382,2
Farmacia Mandanici,983388051,HELIOCARE 360 SPORT TRANSP STK,1,0.33,0,141,
