sku,nome,click7,pos,stock,domanda_glob,vend_rete_30g,rete_90g,categoria_traffico
984826545,KEYLIFE KCONCHIGLIONI 50G,1,2,2,0.00,0,si,GIA_POSIZIONATO_top5
932160498,EIE ROSMARINO 30ML GTT,1,8,0,0.00,1.00,si,DOMANDA_VIVA
970283964,PROVISION PIERPAOLI 60CPR,1,12,0,0.00,0,si,MORTO_vero
981047107,ZYMEREX IBS COLON IRRIT 14BUST,1,11,0,0.00,1.00,si,DOMANDA_VIVA
000367072,"TISANA KELEMATA*20BUST 1,3G",1,1,7,21.00,20.00,si,DOMANDA_VIVA
987669722,GIBAUD ORTHO WALKER BASSO TIB2,1,2,3,0.00,0,si,GIA_POSIZIONATO_top5
903069514,LONGLIFE KELP ALGA BRUNA180CPR,1,5,0,0.00,0,si,GIA_POSIZIONATO_top5
945205298,NEVRALIP 600 RETARD 30CPR,1,12,0,0.00,4.00,si,DOMANDA_VIVA
950026308,KLORANE CHININA SH400ML+100ML,1,1,12,0.00,0,si,GIA_POSIZIONATO_top5
924851328,GIBAUD ORTHO BLOCCA CLAVIC TU,1,7,0,0.00,1.00,si,DOMANDA_VIVA
980917227,KEYLIFE KFUSILLI 50G,1,2,18,0.00,0,si,GIA_POSIZIONATO_top5
977803992,UTIFREE 30CPR+30STICK,1,9,0,0.00,3.00,si,DOMANDA_VIVA
926259969,MEDI 18 GAMB P.AP NAT 4 2805PA,1,5,0,0.00,0,si,GIA_POSIZIONATO_top5
040657013,FASTUM ANTIDOLORIFICO*1% 50G,1,1,13,0.00,1.00,si,DOMANDA_VIVA
905683330,SUPRAVIT OVER 50 60CPR,1,6,0,0.00,0,si,MORTO_vero
979944333,REGULOSIO FIBRE 20BUST,1,5,0,0.00,1.00,si,DOMANDA_VIVA
910633623,KERIUM SH ANTIFORF CAP GRASS,1,99,0,0.00,5.00,si,DOMANDA_VIVA
904008137,GAMMA CALENDULA CREMA 75ML,1,7,0,0.00,2.00,si,DOMANDA_VIVA
940225004,MONODERMA ET10 XL LIPOGEL30ML,1,9,0,0.00,4.00,si,DOMANDA_VIVA
932165588,ARTAVIS 20BUST 8G,1,10,0,0.00,2.00,si,DOMANDA_VIVA
909838548,SKEMA SOLE EMULSIONE DOPO150ML,1,3,0,0.00,0,si,GIA_POSIZIONATO_top5
947138107,MONOI TIKI FONDOTINTA COMPATTO,1,99,0,0.00,1.00,si,DOMANDA_VIVA
023907177,BETADINE*SOLUZ CUT FL 50ML 10%,1,99,0,0.00,6.00,si,DOMANDA_VIVA
988066890,IDRASTIN CREMA MULTIATTIVA75ML,1,14,0,0.00,4.00,si,DOMANDA_VIVA
932252632,BUONAVIT D3F 12ML,1,8,0,0.00,2.00,si,DOMANDA_VIVA
984812382,ALENIL Q 30CPR,1,10,0,0.00,0,si,MORTO_vero
926243407,FORHANS GENGIFOR 30CPR,1,10,0,0.00,4.00,si,DOMANDA_VIVA
978867974,BABY CREMA PROTETTIVA CAL 75ML,1,99,0,0.00,5.00,si,DOMANDA_VIVA
943921914,VOGLIA SOLE CREMA SOL SPF50+,1,99,0,0.00,0,si,MORTO_vero
971215037,HIPP BIO OMOG PERA WILL 6X80G,1,11,0,0.00,1.00,si,DOMANDA_VIVA
950612693,ESENTA DIAMONDS BUSTINE 100PZ,1,5,0,0.00,1.00,si,DOMANDA_VIVA
974890372,COMPENSA Q DIET POLVERE 250G,1,10,0,0.00,3.00,si,DOMANDA_VIVA
908390812,ARGILLA VE SUPERVENTILATA 500G,1,99,0,0.00,0,si,MORTO_vero
971528219,IRIDIUM A FREE 10ML,1,10,0,0.00,5.00,si,DOMANDA_VIVA
942895020,LONGLIFE E SELENIUM 45TAV,1,5,0,0.00,0,si,GIA_POSIZIONATO_top5
907106241,GLORIAM GAMB 142AD COT BEI SC,1,5,0,0.00,1.00,si,DOMANDA_VIVA
983441849,AVENE HOMME GEL BARBA 150ML,1,14,0,0.00,0,si,MORTO_vero
986861870,DTOPIC CREMA LIPOFILA 30ML,1,6,0,0.00,1.00,si,DOMANDA_VIVA
971752112,VITA ACT CALCIO+VIT D 60CPR,1,12,0,0.00,6.00,si,DOMANDA_VIVA
940742911,DERMOVITAMINA RAGADI NA/LA VAS,1,14,0,0.00,0,si,MORTO_vero
977705906,TILIA TOMENTOSA BOIRON MG 60ML,1,13,0,0.00,2.00,si,DOMANDA_VIVA
926252139,MANOPOLA IMPERM NON SAP 100PZ,1,99,0,0.00,0,si,MORTO_vero
913108609,RHALAX GRANI 25G,1,99,0,0.00,0,si,MORTO_vero
947384816,ZELUX MAMMA PLUS 30CPR+30CPS,1,8,0,0.00,2.00,si,DOMANDA_VIVA
044608065,FLECTORGO*20CPS MOLLI 25MG,1,1,16,3.00,1.00,si,DOMANDA_VIVA
987377090,VIDROSOL 1000 30CPR,1,9,0,0.00,11.00,si,DOMANDA_VIVA
973179120,BOLO VIA PASTA GATTI 50G,1,99,0,0.00,5.00,si,DOMANDA_VIVA
931171060,EIE MELISSA 60ML GTT,1,99,0,0.00,0,si,MORTO_vero
976207973,OROBEN COLLUTORIO 150ML,1,15,0,0.00,1.00,si,DOMANDA_VIVA
971980697,MEDIPRESTERIL MED POSTOP 10X30,1,12,0,0.00,1.00,si,DOMANDA_VIVA
029305012,YOVIS*OS GRAT 10BUST 1G,1,99,0,0.00,0,si,MORTO_vero
