tenant,sku,nome,click7g,spesa7,spesa_gg,vend_ten_7g,rete7,rete30,pos,stock,marg_eur,categoria
Farmacia Procaccini,926392756,CATALITIC K 20AMP,1,0.3,0.05,0,no,no,10,0,3.21,MORTO
Farmacia Procaccini,951991177,KLORANE BALS CHIN CRES200ML PL,1,0.3,0.05,0,no,no,4,4,3.07,MORTO
Farmacia Procaccini,986475541,PROTEINE VEGETALI 270G,1,0.3,0.05,0,no,no,5,0,2.65,MORTO
Farmacia Procaccini,975761356,POLIDENT AZIONE TOTALE 66CPR,1,0.3,0.05,0,no,no,6,21,1.12,MORTO
Farmacia Procaccini,980287066,DEFENCE HAIR SH EXTRA DEL200ML,1,0.3,0.05,0,no,no,99,23,1.19,MORTO
Farmacia Procaccini,975019151,BENDA DAUERBINDE K 12X700 1PZ,1,0.3,0.05,0,no,no,3,0,8.70,MORTO
Farmacia Procaccini,909918169,SFIGMO ANER KOBOLD ERKA,1,0.3,0.05,0,no,no,2,0,35.55,MORTO
Farmacia Procaccini,931351593,KAMILA COMFORT 140D NERO 2,1,0.3,0.05,0,no,no,1,0,3.92,MORTO
Farmacia Procaccini,943941839,TARANIS PREPARATO DOLCI 300G,1,0.3,0.05,0,no,no,1,0,3.94,MORTO
Farmacia Procaccini,903440028,L'AMANDE MARS CR CRP OLIO OLIV,1,0.3,0.05,0,no,no,1,0,2.20,MORTO
Farmacia Procaccini,104058033,"EFFIPRO*FL SPRAY 500ML2,5MG/ML",1,0.3,0.05,0,no,no,1,0,10.45,MORTO
Farmacia Procaccini,983747003,APROPOS TUSS SCIR BAMBINI150ML,1,0.3,0.05,0,no,no,1,4,1.15,MORTO
Farmacia Procaccini,942790268,VARISAN ETHERE1520 ATPA PO3N,1,0.3,0.05,0,no,no,99,0,8.63,MORTO
Farmacia Procaccini,986329377,ENTEROLACTIS FIBRA LIQUIDA12FL,1,0.3,0.05,0,no,no,99,0,1.47,MORTO
Farmacia Procaccini,945140162,EUPH COLORPRO XD 807 BIOND,1,0.3,0.05,0,no,no,99,1,1.68,MORTO
Farmacia Procaccini,924860935,MICROLIFE NO CONTACT NC150,1,0.3,0.05,0,no,no,99,0,5.54,MORTO
Farmacia Procaccini,971131343,MIRTILLO NERO ESTR INTEGR200ML,1,0.3,0.05,0,no,no,1,0,2.11,MORTO
Farmacia Procaccini,987043698,PSIPROTO NOCCIOLA 300G,1,0.3,0.05,0,no,no,99,0,7.50,MORTO
Farmacia Procaccini,923289324,BEURER BM40 MISURATORE PRESS,1,0.3,0.05,0,no,no,2,0,7.04,MORTO
Farmacia Procaccini,950127480,C20 BIOTIC RECHARGEABLE 50ML,1,0.3,0.05,0,no,no,5,3,4.56,MORTO
Farmacia Procaccini,941970802,ANIVAL BETA 30CPR,1,0.3,0.05,0,no,no,99,0,2.32,MORTO
Farmacia Procaccini,951031867,POTASSIO COLLOIDAL PLUS 100ML,1,0.3,0.05,0,no,no,99,0,2.95,MORTO
Farmacia Procaccini,913438305,NEW BONUS PUNCHED BYCAST BI 43,1,0.3,0.05,0,no,no,99,0,11.10,MORTO
Farmacia Procaccini,989869084,DEO PRO ACTIVE VAPO 100G PROMO,1,0.3,0.05,0,no,no,99,3,1.33,MORTO
Farmacia Procaccini,952100131,EUPHIDRA ROSSETTO LUM SCARLAT,1,0.3,0.05,0,no,no,1,4,1.63,MORTO
Farmacia Procaccini,104069012,EFFIPRO*4PIP GATTI,1,0.3,0.05,0,no,no,7,0,3.57,MORTO
Farmacia Procaccini,945102123,ACQUA PROFUMATA NEROLI VETIVER,1,0.3,0.05,0,no,no,1,2,1.45,MORTO
Farmacia Procaccini,982182949,FORTIMEL ADVANCED FRA 4X200ML,1,0.3,0.05,0,no,no,1,0,8.15,MORTO
Farmacia Procaccini,983521131,BEURER 50STR GL48/GL49,1,0.3,0.05,0,no,no,4,0,0.00,MORTO
Farmacia Procaccini,912532633,DEFENCE BODY ANTICELL 400ML,1,0.3,0.05,0,no,no,99,0,6.29,MORTO
Farmacia Procaccini,951598820,SEBIUM GEL MOUSSANT 400ML,1,0.3,0.05,0,no,no,99,7,2.50,MORTO
Farmacia Procaccini,931509044,FERFOLC GOCCE 15ML,1,0.3,0.05,0,no,no,9,0,2.10,MORTO
Farmacia Procaccini,940885522,AVENE COUVRANCE FDT NATURALE,1,0.3,0.05,0,no,no,7,1,3.34,MORTO
Farmacia Procaccini,984402077,FLOSTADOL 12SUPP,1,0.3,0.05,0,no,no,2,0,2.76,MORTO
Farmacia Procaccini,987492422,CH GIOCO FD PURRING CAT,1,0.3,0.05,0,no,no,13,0,3.90,MORTO
Farmacia Procaccini,982772954,TRICOREAL PLUS 30CPS,1,0.3,0.05,0,no,no,2,0,3.44,MORTO
Farmacia Procaccini,909966588,BIO VITAE NORM 30G ASTRUM,1,0.3,0.05,0,no,no,99,0,1.40,MORTO
Farmacia Procaccini,913500575,Durex Intense Pure Fantasy,1,0.3,0.05,0,no,no,4,1,3.06,MORTO
Farmacia Procaccini,938471683,SALI DI EPSOM POLVERE 500G,1,0.3,0.05,0,no,no,4,0,1.57,MORTO
Farmacia Procaccini,924519681,IMMUNITY ASSIST TOTAL 70CPS,1,0.3,0.05,0,no,no,1,0,5.19,MORTO
Farmacia Procaccini,943376689,ALOMAP 175G,1,0.3,0.05,0,no,no,3,0,4.89,MORTO
Farmacia Procaccini,935572154,OMEGA RX3 1200 100+20PRL OMAGG,1,0.3,0.05,0,no,no,99,0,5.55,MORTO
Farmacia Procaccini,990540433,ARKOCAPSULE PARTENIO BIO 45CPS,1,0.3,0.05,0,no,no,2,0,2.89,MORTO
Farmacia Procaccini,986987840,NOVAMIR 20BUST,1,0.3,0.05,0,no,no,4,0,4.39,MORTO
Farmacia Procaccini,986496964,MIGAPROS 30CPS,1,0.3,0.05,0,no,no,99,0,3.82,MORTO
Farmacia Procaccini,904092222,ORIONE OK PED G100 SEPAR ALL L,1,0.3,0.05,0,no,no,99,0,1.19,MORTO
Farmacia Procaccini,951047620,BIOCLIN DEO CONTROL CREMA 30ML,1,0.3,0.05,0,no,no,99,0,2.60,MORTO
Farmacia Procaccini,981079801,FORMULA Z BRACCIALETTO BABY,1,0.3,0.05,0,no,no,5,0,2.03,MORTO
Farmacia Procaccini,936005382,BALAMAL GEL SAPONE INTIMO250ML,1,0.3,0.05,0,no,no,99,0,2.52,MORTO
Farmacia Procaccini,933462855,FLEBOGELAR 30CPR,1,0.3,0.05,0,no,no,99,0,2.76,MORTO
Farmacia Procaccini,987221456,CUMAVIS CREMA 100ML,1,0.3,0.05,0,no,no,5,0,2.85,MORTO
Farmacia Procaccini,990408027,FIORI D'ARANCIO BEAUTY POCHET,1,0.3,0.05,0,no,no,1,8,2.89,MORTO
Farmacia Procaccini,908595200,LADERM CREMA 30ML,1,0.3,0.05,0,no,no,99,0,1.35,MORTO
Farmacia Procaccini,907741870,GUANTO EL STR RO 85CM 50PZ,1,0.3,0.05,0,no,no,99,0,2.89,MORTO
Farmacia Procaccini,983191457,AUTAN DEFENSE GENTLE 100ML,1,0.3,0.05,0,no,no,8,36,1.39,MORTO
Farmacia Procaccini,931029363,DONNADET MOUSSE DET 200ML,1,0.3,0.05,0,no,no,3,0,2.98,MORTO
Farmacia Procaccini,949970697,DR VITI COLLAGENE CR CRP 200ML,1,0.3,0.05,0,no,no,4,0,1.96,MORTO
Farmacia Procaccini,904665534,DER-MYC MOUSSE IDR CUTE MUCOSE,1,0.3,0.05,0,no,no,99,0,2.28,MORTO
Farmacia Procaccini,987361312,GLUTATIONE SUPREMO 180PAST,1,0.3,0.05,0,no,no,9,0,12.19,MORTO
Farmacia Procaccini,989893197,NUXE SUN OLIO SOL DOR30 150ML,1,0.3,0.05,0,no,no,2,11,3.10,MORTO
Farmacia Procaccini,989894480,PREMIER CRU CREMA OCCHI15ML,1,0.3,0.05,0,no,no,13,17,12.79,MORTO
Farmacia Procaccini,987025665,PIC EASY WASH PERA CAN 224ML,1,0.3,0.05,0,no,no,6,0,1.20,MORTO
Farmacia Procaccini,905604892,BILANCIA DIGIT DIET,1,0.3,0.05,0,no,no,2,0,10.66,MORTO
Farmacia Procaccini,951272968,AVENE GOMMAGE DELICATO VIS50ML,1,0.3,0.05,0,no,no,99,1,3.16,MORTO
Farmacia Procaccini,927456665,OSTODOL 24CPS,1,0.3,0.05,0,no,no,99,0,2.35,MORTO
Farmacia Procaccini,913588341,POLFIT POLSIERA SEMPL 19 SX L,1,0.3,0.05,0,no,no,1,0,4.34,MORTO
Farmacia Procaccini,950939102,LEVIALIFE CREMA 75ML,1,0.3,0.05,0,no,no,5,0,4.20,MORTO
Farmacia Procaccini,913175598,"LEUKOTAPE K TAPING 2,5X500 BLU",1,0.3,0.05,0,no,no,1,0,3.63,MORTO
Farmacia Procaccini,913666119,FITOMATER SPACCAPIETRA 50ML,1,0.3,0.05,0,no,no,99,0,1.72,MORTO
Farmacia Procaccini,984703102,PARODONTAX COLLUTORIO PROT GEN,1,0.3,0.05,0,no,no,11,8,1.34,MORTO
Farmacia Procaccini,952051896,ORG PH CREMA VISO A/AGE 50ML,1,0.3,0.05,0,no,no,1,0,8.40,MORTO
Farmacia Procaccini,946450398,BIANCO D'AMBRA EDP 100ML,1,0.3,0.05,0,no,no,7,0,7.30,MORTO
Farmacia Procaccini,902659150,GEMMODERIVATO BETULLA LINFA 50,1,0.3,0.05,0,no,no,1,0,1.47,MORTO
Farmacia Procaccini,986474613,SCHOLL EXPERTCARE ESFOL TALLON,1,0.3,0.05,0,no,no,99,1,1.97,MORTO
Farmacia Procaccini,980817340,THOTALE UNGHIE E CAPELLI 30CPR,1,0.3,0.05,0,no,no,5,0,6.71,MORTO
Farmacia Procaccini,901634446,LADYGLORIA 24 COL 240 DAINO 2,1,0.3,0.05,0,no,no,9,0,10.31,MORTO
Farmacia Procaccini,901538823,VANIGLIA/ZENZERO PROFUMO 50ML,1,0.3,0.05,0,no,no,7,3,8.70,MORTO
Farmacia Procaccini,990906176,HELENA 2027 PERFUME 50 ML,1,0.3,0.05,0,no,no,99,0,2.11,MORTO
Farmacia Procaccini,979798485,CICAVIT+ LEVRES 10G,1,0.3,0.05,0,no,no,3,14,1.16,MORTO
Farmacia Procaccini,982475269,SERENITY MUT SD SENS MX M 15PZ,1,0.3,0.05,0,no,no,5,0,2.48,MORTO
Farmacia Procaccini,906626712,DETEROL BAGNODOCCIA BIFASICO,1,0.3,0.05,0,no,no,99,0,3.00,MORTO
Farmacia Procaccini,952055919,MYCOLLAGENLAB MYCOL HYALO ACT,1,0.3,0.05,0,no,no,99,0,6.55,MORTO
Farmacia Procaccini,951484928,ICTYANE CREMA EMOL 400ML PS,1,0.3,0.05,0,no,no,99,2,6.05,MORTO
Farmacia Procaccini,985910280,ARTIKOL CREMA 100ML,1,0.3,0.05,0,no,no,99,0,0.00,MORTO
Farmacia Procaccini,989635545,SCHOLL FREEZE AWAY MAX VERRUCH,1,0.3,0.05,0,no,no,2,9,4.14,MORTO
Farmacia Procaccini,979204144,PROXALIPID 30CPS,1,0.3,0.05,0,no,no,2,0,3.48,MORTO
Farmacia Procaccini,981350200,VARIFORM GINOCCH COT BEIGE 4,1,0.3,0.05,0,no,no,1,0,2.51,MORTO
Farmacia Procaccini,982089839,KLORANE SHAMPOO CHININA 100ML,1,0.3,0.05,0,no,no,99,3,1.30,MORTO
Farmacia Procaccini,922387218,SIG CO1 AD MN PA NATU,1,0.3,0.05,0,no,no,2,0,17.71,MORTO
Farmacia Procaccini,986857340,CERAVE BALSAMO RIPA AVANZ 50ML,1,0.3,0.05,0,no,no,12,3,2.20,MORTO
Farmacia Procaccini,989707082,FDR DERMO ZZZZ DOPO PUNTURA,1,0.3,0.05,0,no,no,99,0,1.80,MORTO
Farmacia Procaccini,901482392,LACTIS B-COMPLEX 8FL 10ML,1,0.3,0.05,0,no,no,4,0,1.26,MORTO
Farmacia Procaccini,981048085,KARITE' BURRO PURO CRP/VIS/CAP,1,0.3,0.05,0,no,no,99,1,10.02,MORTO
Farmacia Procaccini,974059584,LINES CLAS RETT C/BARRI 30PZ,1,0.3,0.05,0,no,no,3,0,1.70,MORTO
Farmacia Procaccini,973292954,ACNAID CE SAPONE LIQUIDO 300ML,1,0.3,0.05,0,no,no,99,0,3.01,MORTO
Farmacia Procaccini,908858234,PONTEFIX SET FISSAGGIO PONTI,1,0.3,0.05,0,no,no,99,0,4.04,MORTO
Farmacia Procaccini,986958318,RVLIFT LIFT TISANA 50ML RICAR,1,0.3,0.05,0,no,no,7,5,16.47,MORTO
Farmacia Procaccini,989401981,ZZZQUIL NASAL STRIPS26PZ,1,0.3,0.05,0,no,no,4,4,2.36,MORTO
Farmacia Procaccini,982505265,XEODERM POLVERE 50G DM,1,0.3,0.05,0,no,no,99,0,9.54,MORTO
Farmacia Procaccini,951869270,LOMBOGIB WORK H21 TG01,1,0.3,0.05,0,no,no,3,0,9.79,MORTO
Farmacia Procaccini,974848590,BIOSCALIN NUTRICOL IST NERO,1,0.3,0.05,0,no,no,1,5,2.48,MORTO
Farmacia Procaccini,944025396,EUPH COLORPRO XD646 CANNEL,1,0.3,0.05,0,no,no,99,4,1.18,MORTO
Farmacia Procaccini,925832610,MEDI 18 UOMO G.ME NER 1 1850CM,1,0.3,0.05,0,no,no,1,0,3.76,MORTO
Farmacia Procaccini,951862871,BIOCLIN DEO 24H ROLL-ON NF PRO,1,0.3,0.05,0,no,no,99,7,1.14,MORTO
Farmacia Procaccini,943245567,EUPH FILLER CR ANTIR RIDUC,1,0.3,0.05,0,no,no,99,1,5.45,MORTO
Farmacia Procaccini,931581488,LADYGLORIA 18 COL PU/A SAH 2,1,0.3,0.05,0,no,no,99,0,4.08,MORTO
Farmacia Procaccini,926116815,ANTITROMBO SOLIDEA CALZA BI XL,1,0.3,0.05,0,no,no,3,0,4.50,MORTO
Farmacia Procaccini,951880297,MIAMO SKIN DEFENSE 30 STICK,1,0.3,0.05,0,no,no,8,17,10.94,MORTO
Farmacia Procaccini,935864850,UROLIN OROSOLUBILE 14BUST,1,0.3,0.05,0,no,no,99,0,3.33,MORTO
Farmacia Procaccini,971678483,JUNIPERUS C GETTI MG 60ML,1,0.3,0.05,0,no,no,99,0,2.48,MORTO
Farmacia Procaccini,988066217,BIOSCALIN PRO DENSITY CERA MOD,1,0.3,0.05,0,no,no,5,0,1.22,MORTO
Farmacia Procaccini,900540129,LUPPOLO 66 50ML TM,1,0.3,0.05,0,no,no,3,0,2.22,MORTO
Farmacia Procaccini,924421009,MEDI 15 UOMO G.MI NER 3 1550MI,1,0.3,0.05,0,no,no,3,0,4.85,MORTO
Farmacia Procaccini,951884283,KLORANE SIERO CHININ CRES100ML,1,0.3,0.05,0,no,no,99,0,4.83,MORTO
Farmacia Procaccini,912258427,MEDI 21 UOMO G.COTO NER 3 2150,1,0.3,0.05,0,no,no,1,0,3.85,MORTO
Farmacia Procaccini,902574211,IRIS PROFUMO 50ML,1,0.3,0.05,0,no,no,16,5,9.24,MORTO
Farmacia Procaccini,989011945,CREMA PROTEICA 21% PROT NOCC,1,0.3,0.05,0,no,no,3,0,2.00,MORTO
Farmacia Procaccini,933949430,BISENGLUT BISCOTTO GRANULARE,1,0.3,0.05,0,no,no,6,0,1.56,MORTO
Farmacia Procaccini,926084841,MICO LEO 70CPS,1,0.3,0.05,0,no,no,3,0,6.83,MORTO
Farmacia Procaccini,940562541,EUPHIDRA AMIDO OLIO DET 400ML,1,0.3,0.05,0,no,no,3,4,1.62,MORTO
Farmacia Procaccini,973261581,OSTEOPAUSA 40CPR,1,0.3,0.05,0,no,no,6,0,3.05,MORTO
Farmacia Procaccini,937253666,FERNAPYD 30CPS,1,0.3,0.05,0,no,no,99,0,2.83,MORTO
Farmacia Procaccini,925369100,THROMBOSIS 18 ISP GAMB M CORTO,1,0.3,0.05,0,no,no,4,0,3.70,MORTO
Farmacia Procaccini,980912214,SILVANA EMOTIONAL BAGNO EFF SO,1,0.3,0.05,0,no,no,99,0,1.61,MORTO
Farmacia Procaccini,987646573,ZANZATEN STRONG 100ML,1,0.3,0.05,0,no,no,99,0,1.74,MORTO
Farmacia Procaccini,903570051,SERENITY PANN SD EXTRA M 30PZ,1,0.3,0.05,0,no,no,2,0,3.76,MORTO
Farmacia Procaccini,912258163,MEDI 18 UOMO G.COTO BLU 2 1830,1,0.3,0.05,0,no,no,4,0,4.06,MORTO
Farmacia Procaccini,973921606,SCUDOTEX COLLANT 140 EX SKIN 3,1,0.3,0.05,0,no,no,4,0,3.19,MORTO
Farmacia Procaccini,951097272,ALOPECY 100ML NF,1,0.3,0.05,0,no,no,9,0,2.99,MORTO
Farmacia Procaccini,952100093,EUPHIDRA ROSSETTO LUM COUTURE,1,0.3,0.05,0,no,no,99,3,1.63,MORTO
Farmacia Procaccini,906093707,BIOGEL CAPPUCCIO GR BLIST 1PZ,1,0.3,0.05,0,no,no,99,0,1.40,MORTO
Farmacia Procaccini,987378609,PEVIX 20BUST,1,0.3,0.05,0,no,no,2,0,3.74,MORTO
Farmacia Procaccini,900520848,CUFFIA TERMICA CHEMIOTERAPIA,1,0.3,0.05,0,no,no,4,0,51.96,MORTO
Farmacia Procaccini,986885097,MUNUS TEST HELICOBACTER PYLORI,1,0.3,0.05,0,no,no,3,0,1.39,MORTO
Farmacia Procaccini,903528735,VARISAN LUILEI COT1015 ADGR4,1,0.3,0.05,0,no,no,99,0,0.00,MORTO
Farmacia Procaccini,990557997,BERBERINA PURA 45CPR,1,0.3,0.05,0,no,no,2,0,4.27,MORTO
Farmacia Procaccini,935602262,OFTALDERM SHAMPOO 50ML,1,0.3,0.05,0,no,no,99,0,3.70,MORTO
Farmacia Procaccini,986878371,PRANAROM DIGEST CONFORT 21CPR,1,0.3,0.05,0,no,no,6,0,2.18,MORTO
Farmacia Procaccini,927384673,GLORIAM MCR181 AT LU MX BEI XL,1,0.3,0.05,0,no,no,2,0,16.19,MORTO
Farmacia Procaccini,921148324,POTASSIUM COMPOSITUM 180PAST,1,0.3,0.05,0,no,no,17,0,2.18,MORTO
Farmacia Procaccini,900424300,ANTEVAL SERUM 30ML,1,0.3,0.05,0,no,no,99,0,3.09,MORTO
Farmacia Procaccini,945140111,EUPH TEMPERAMATITE ANT MAT,1,0.3,0.05,0,no,no,99,3,0.90,MORTO
Farmacia Procaccini,952100218,EUPHIDRA TERRA ILLUMINANTE NAT,1,0.3,0.05,0,no,no,1,2,2.15,MORTO
Farmacia Procaccini,975189313,FLAVIS CAKE MIX 500G,1,0.3,0.05,0,no,no,4,0,1.57,MORTO
Farmacia Procaccini,972264636,BLEFASTOP GARZA COT PIE RX 28P,1,0.3,0.05,0,no,no,1,0,3.40,MORTO
Farmacia Procaccini,911056481,TACHI MU GOCCE 30ML,1,0.3,0.05,0,no,no,99,0,2.98,MORTO
Farmacia Procaccini,931450237,GIBAUD ORTHO MANUGIB 20 SX 3,1,0.3,0.05,0,no,no,4,0,5.29,MORTO
Farmacia Procaccini,921116327,SCUDOTEX GAMB 70 EX NATURE 4,1,0.3,0.05,0,no,no,1,0,1.81,MORTO
Farmacia Procaccini,920891847,DOLODIE CREMA 75ML,1,0.3,0.05,0,no,no,1,0,2.38,MORTO
Farmacia Procaccini,942872060,FILME GYNO V 6OV,1,0.3,0.05,0,no,no,18,0,3.46,MORTO
Farmacia Procaccini,990559775,VITABENIMMUNO BABY GOCCE 12ML,1,0.3,0.05,0,no,no,7,0,4.59,MORTO
Farmacia Procaccini,901312254,LEM SFIGMO ANER,1,0.3,0.05,0,no,no,99,0,0.00,MORTO
Farmacia Procaccini,907254751,IDEAL SOLEIL AUTOABBR VISO/CRP,1,0.3,0.05,0,no,no,1,3,2.12,MORTO
Farmacia Procaccini,974890612,GARZA MEDS FARMACTIVE ST 10X10,1,0.3,0.05,0,no,no,99,0,2.26,MORTO
Farmacia Procaccini,921034498,ALPECIN ENERGIZER TON DOPOSH,1,0.3,0.05,0,no,no,3,0,1.51,MORTO
Farmacia Procaccini,936048115,EUPH COLORPRO XD600 BIO SC,1,0.3,0.05,0,no,no,99,4,1.59,MORTO
Farmacia Procaccini,971130582,MEDI 18 COLL-CAL SAB 3 1404CA,1,0.3,0.05,0,no,no,2,0,4.25,MORTO
Farmacia Procaccini,975973001,GIBAUD ORTHO ACT H35 CORS LS 4,1,0.3,0.05,0,no,no,8,0,13.51,MORTO
Farmacia Procaccini,982913269,LE GOCCE DI OLIMPO RIL 50ML,1,0.3,0.05,0,no,no,3,0,2.60,MORTO
Farmacia Procaccini,950127478,C EYE BIOTIC 15ML,1,0.3,0.05,0,no,no,99,5,5.51,MORTO
Farmacia Procaccini,950975856,MACULA START 30CPR RM,1,0.3,0.05,0,no,no,99,0,4.57,MORTO
Farmacia Procaccini,900350657,EMERGENCY ESS AUSTRALIAN 30ML,1,0.3,0.05,0,no,no,3,0,4.24,MORTO
Farmacia Procaccini,974010516,SONOTIX DETERGENTE AURIC 120ML,1,0.3,0.05,0,no,no,99,0,3.20,MORTO
Farmacia Procaccini,982475271,SERENITY MUT SD SENS MX L 15PZ,1,0.3,0.05,0,no,no,7,0,2.08,MORTO
Farmacia Procaccini,902777818,SOWASH IDROPULSORE RIC 2PZ,1,0.3,0.05,0,no,no,99,0,1.90,MORTO
Farmacia Procaccini,944064462,I SORBETTI COCOMINT EDT 30ML,1,0.3,0.05,0,no,no,99,0,2.93,MORTO
Farmacia Procaccini,990387829,VISCOLON 30CPR GASTRORESIST,1,0.3,0.05,0,no,no,99,0,3.57,MORTO
Farmacia Procaccini,989679434,AGO EASY FARFALLA G21 100PZ,1,0.3,0.05,0,no,no,99,0,7.62,MORTO
Farmacia Procaccini,941802100,PIOIMM 20CPR,1,0.3,0.05,0,no,no,3,0,5.24,MORTO
Farmacia Procaccini,981467816,VERUM FORTELAX 80CPR,1,0.3,0.05,0,no,no,99,2,1.27,MORTO
Farmacia Procaccini,905042382,PAPAIA OROSORUBILE 30BUST,1,0.3,0.05,0,no,no,99,0,4.55,MORTO
Farmacia Procaccini,902722228,EUPHIDRA SKIN REVEIL CR IDRORE,1,0.3,0.05,0,no,no,1,1,3.30,MORTO
Farmacia Procaccini,037184049,DICLOREUM UNIDIE*8CER 136MG24H,1,0.3,0.05,0,no,no,99,4,4.70,MORTO
Farmacia Procaccini,982951269,KERTYOL PSO BALSAMO IDRAT QUOT,1,0.3,0.05,0,no,no,3,4,4.34,MORTO
Farmacia Procaccini,990547844,PROBIOFLOR MAXI 30CPS,1,0.3,0.05,0,no,no,2,0,4.60,MORTO
Farmacia Procaccini,902684315,PERSPIREX FOOT LOT ANTITR PIED,1,0.3,0.05,0,no,no,7,4,2.84,MORTO
Farmacia Procaccini,952098756,EUCERIN ANTI-PIGMENT CREMA CRP,1,0.3,0.05,0,no,no,99,0,5.32,MORTO
Farmacia Procaccini,986904504,GIBAUD FASCIA POSTOP CLA H30 2,1,0.3,0.05,0,no,no,2,0,5.92,MORTO
Farmacia Procaccini,950062582,HYPERNASE NASAL SPRAY AD 15ML,1,0.3,0.05,0,no,no,99,0,0.00,MORTO
Farmacia Procaccini,950480968,AGLUTEN TIGELLE 4PZ 35G,1,0.3,0.05,0,no,no,99,0,1.01,MORTO
Farmacia Procaccini,977404704,CURCUMA&PIPERINA PLUS RAI60CPS,1,0.3,0.05,0,no,no,99,0,3.17,MORTO
Farmacia Procaccini,950069955,RILASTIL XEROLACT OLIO DET,1,0.3,0.05,0,no,no,2,0,3.38,MORTO
Farmacia Procaccini,906953575,GEHWOL BALS PIEDI P/SEC 75ML,1,0.3,0.05,0,no,no,7,0,1.78,MORTO
Farmacia Procaccini,970517518,FORDENT SUPERFIX CREMA AD 40ML,1,0.3,0.05,0,no,no,99,0,1.14,MORTO
Farmacia Procaccini,971485370,QUINOA SOFFIATA 125G,1,0.3,0.05,0,no,no,7,0,2.34,MORTO
Farmacia Procaccini,904081080,BUSTO ORTO CRISSC EL LOMB XL,1,0.3,0.05,0,no,no,99,0,14.12,MORTO
Farmacia Procaccini,981350186,VARIFORM GINOCCH COT BEIGE 2,1,0.3,0.05,0,no,no,2,0,2.50,MORTO
Farmacia Procaccini,950441030,CLOG SUPERCOMF B/S BYC U WHI38,1,0.3,0.05,0,no,no,1,0,8.74,MORTO
Farmacia Procaccini,989980937,METAFOLIC+ 30CPS,1,0.3,0.05,0,no,si,5,0,1.93,no-vend-7g
Farmacia Procaccini,931127993,VALDISPERT GOCCE SONNO RAP30ML,1,0.3,0.05,0,no,no,2,10,1.48,MORTO
Farmacia Procaccini,951468141,STABILE 30STICK OROSOLUBILI,1,0.3,0.05,0,no,no,6,0,5.92,MORTO
Farmacia Procaccini,974988329,DOAFER 30CPS,1,0.3,0.05,0,no,no,7,0,2.57,MORTO
Farmacia Procaccini,970655092,SIG 701 AG-MOSX + ML PA CRIS,1,0.3,0.05,0,no,no,1,0,12.18,MORTO
Farmacia Procaccini,952099277,EUPHIDRA BB CREMA COLOR BEIGE,1,0.3,0.05,0,no,no,2,4,2.62,MORTO
Farmacia Procaccini,970722334,ONYCOPHASE SOL UNGUEALE15+15ML,1,0.3,0.05,0,no,no,4,0,3.47,MORTO
Farmacia Procaccini,986921740,FLAVIS DELIZIA ALLE ERBE 130G,1,0.3,0.05,0,no,no,99,0,1.26,MORTO
Farmacia Procaccini,931005957,ELLEFFE 100 PLUS 20CPR,1,0.3,0.05,0,no,no,2,2,2.75,MORTO
Farmacia Procaccini,971377193,CORSETTO PLURIVAL 20CM XL,1,0.3,0.05,0,no,no,2,0,12.85,MORTO
Farmacia Procaccini,924296332,SAUBER AREG 140 MICR NE 4,1,0.3,0.05,0,no,no,2,2,5.20,MORTO
Farmacia Procaccini,920904253,SCUDOTEX GAMB 140 OPEN DAINO 5,1,0.3,0.05,0,no,no,4,0,2.26,MORTO
Farmacia Procaccini,950613467,MYVARIATIONS SPAZZ ELET SON VE,1,0.3,0.05,0,no,no,2,0,9.64,MORTO
Farmacia Procaccini,903923617,VIGORPET CANI 20CPR,1,0.3,0.05,0,no,no,99,0,2.17,MORTO
Farmacia Procaccini,949499952,PROFUMI CASA FLORA CAMP SPR150,1,0.3,0.05,0,no,no,99,0,2.33,MORTO
Farmacia Procaccini,901704650,UNICO BAGNO NEON BB 10BUST 15G,1,0.3,0.05,0,no,no,3,0,2.07,MORTO
Farmacia Procaccini,939197303,FITOBIOTUSS BB 150ML,1,0.3,0.05,0,no,no,9,0,1.33,MORTO
Farmacia Procaccini,951332713,DEFENCE COLOR LIFTING FONDOT04,1,0.3,0.05,0,no,no,14,0,5.44,MORTO
Farmacia Procaccini,951106069,AVENE CLEANANCE GEL 400ML PS,1,0.3,0.05,0,no,no,10,47,3.01,MORTO
Farmacia Procaccini,989260892,KELUAL SQUANORM LOZIONE 200ML,1,0.3,0.05,0,no,no,2,1,2.30,MORTO
Farmacia Procaccini,973916909,ARNICA BIANCARDI GEL EXF 200ML,1,0.3,0.05,0,no,no,99,0,2.94,MORTO
Farmacia Procaccini,932236918,NIGHT&DAY RIALZO ANTISHOCK S,1,0.3,0.05,0,no,no,99,0,1.72,MORTO
Farmacia Procaccini,973270743,WELLION GALILEO STRIPS 10 KETO,1,0.3,0.05,0,no,no,99,0,3.36,MORTO
Farmacia Procaccini,905332817,EUPHIDRA AMIDO SHAMPOO OLIO,1,0.3,0.05,0,no,no,99,9,1.14,MORTO
Farmacia Procaccini,903958852,BETOTAL 20CPR RIVESTITE,1,0.3,0.05,0,no,no,47,26,14.84,MORTO
Farmacia Procaccini,906282823,DEFENSOR ECO LOZIONE N/GAS 250,1,0.3,0.05,0,no,no,99,0,2.09,MORTO
Farmacia Procaccini,951272564,SALI DI ISCHIA PROF FICO SELV,1,0.3,0.05,0,no,no,2,0,3.28,MORTO
